小区,小区地址,PRI,AGE,YEAR,FAR,GRE,CAR,PRO,物业类型
共和三路小区,越秀-共和路-共和三路,61038,1990年,70年,1.00,10.0%,0,0.50元/平米/月,住宅
新河浦别墅,越秀-东山口-新河浦路,85893,2002年,70年,0.50,38.0%,0,1.50元/平米/月,别墅
天字广场,越秀-解放南-沿江二路199-227号,49558,1996年,70年,8.50,20.0%,1,1.30元/平米/月,住宅
东山月府,越秀-五羊新城-寺右中街18号,89064,2013年,70年,7.50,35.0%,0,0.90元/平米/月,住宅
爱家园,越秀-越秀南-文德南路65号,54097,1999年,70年,7.20,30.0%,1,1.95元/平米/月,住宅
丽景台,越秀-五羊新城-东兴北路75-77号,64929,2001年,70年,8.60,30.0%,1,0.90元/平米/月,住宅
广东省气象局大院,越秀-东风东-福今路6号,65783,1998年,70年,1.20,20.0%,0,0.50元/平米/月,住宅
海谊百子大厦,越秀-东山口-百子横路3号,50995,2000年,70年,2.50,30.0%,0,1.30元/平米/月,住宅
东越雅居,越秀-北京路-越秀中路62号,69172,2009年,70年,1.55,22.01%,1,2.10元/平米/月,住宅
广怡大厦,越秀-建设-华乐路38号,81309,1999年,70年,4.20,10.0%,1,2.20元/平米/月,住宅
恒仕大厦,越秀-东川-永胜街50号,57504,2000年,70年,4.80,33.0%,1,1.50元/平米/月,住宅
新世界花园别墅,越秀-二沙岛-大通路,138739,2000年、2000年,70年,0.50,40.0%,0,7.00元/平米/月,别墅
华秀苑,越秀-流花-北站路35-41号,25931,1997年,70年,1.50,30.0%,1,1.10元/平米/月,住宅
仁康里,越秀-北京路-文明路,45630,2003年,70年,2.00,32.0%,0,1.50元/平米/月,住宅
泰康城文化广场,越秀-北京路-泰康路111号,46491,1996年,70年,3.50,20.0%,1,2.80元/平米/月,住宅
锦源国际公寓,越秀-北京路-北京路,34914,2007年,50年,4.50,25.0%,1,2.80元/平米/月,商住楼
雅荷塘小区,越秀-农讲所-荣桂里,47600,1990年,70年,2.50,20.0%,0,0.40元/平米/月,住宅
金濠大厦,越秀-建设-黄华路,54063,2000年,70年,2.50,15.0%,1,0.85元/平米/月,住宅
竹丝岗二马路小区,越秀-农林下路-竹丝岗二马路,38771,1992年,70年,2.30,12.0%,1,1.00元/平米/月,住宅
穗安楼,越秀-西门口-海珠中路288号,35200,2001年,70年,1.80,40.0%,1,0.90元/平米/月,住宅
上塘街大院,越秀-麓湖-麓景西路,25600,1995年,70年,1.50,18.0%,0,0.60元/平米/月,住宅
青龙里小区,越秀-东川-东川路75号,60447,1999年,70年,2.00,35.0%,1,0.80元/平米/月,住宅
德政北社区,越秀-农讲所-德政北路498号,46677,1999年,70年,2.60,36.0%,1,0.80元/平米/月,住宅
南越雅轩,越秀-北京路-越华路7号,50000,2004年,70年,1.80,30.0%,1,2.00元/平米/月,住宅
德意居,"越秀-农讲所-里仁坊12,14号",61159,2006年,70年,8.40,10.0%,1,1.90元/平米/月,住宅
永曜北街小区,越秀-北京路-永曜北街,34800,1995年,70年,1.50,20.0%,0,0.30元/平米/月,住宅
永胜华庭,越秀-东川-永胜街,43333,2000年,70年,2.50,42.0%,1,1.20元/平米/月,住宅
南濠街小区,越秀-解放中路-惠福西路,29000,1995年,70年,1.20,20.0%,0,0.50元/平米/月,住宅
洛桑美地,越秀-东川-云海通津11号,63465,2002年,70年,1.70,30.0%,1,1.20元/平米/月,住宅
雅景阁,越秀-农讲所-德政南路115-125号,42841,1998年,70年,3.00,40.0%,1,2.10元/平米/月,住宅
水均岗大院,越秀-杨箕-中山一路,50000,1989年,70年,2.50,23.0%,0,0.80元/平米/月,住宅
下塘新村,越秀-麓湖-麓景西路,36309,2000年,70年,1.30,23.0%,1,1.20元/平米/月,住宅
达道路松岗东,越秀-东山口-达道路17号,56500,1994年,70年,2.00,20.0%,1,1.00元/平米/月,住宅
东环路4号大院,越秀-东风东-东环路4号,43338,1990年,70年,1.50,33.0%,1,0.40元/平米/月,住宅
共和路43-60号小区,越秀-共和路-共和路43-60号,66153,1995年,70年,1.20,10.0%,0,0.50元/平米/月,住宅
菜园北小区,越秀-东山口-菜园北街10号,40200,1995年,70年,1.20,30.0%,0,0.50元/平米/月,住宅
濠畔街小区,越秀-解放南-濠畔街254号,24800,1993年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
元运街小区,越秀-东川-东华西路,44582,2002年,70年,2.50,20.0%,1,0.90元/平米/月,住宅
龟岗三马路小区,越秀-东山口-龟岗三马路,61921,1990年,70年,3.50,30.0%,0,0.30元/平米/月,住宅
利福大厦,越秀-北京路-惠福东路558号,44878,2002年,70年,3.20,33.0%,0,1.70元/平米/月,住宅
人民街一德西社区,越秀-解放中路-一德路,30000,2014年,70年,1.20,30.0%,1,0.50元/平米/月,住宅
黄华路95号大院,越秀-建设-黄华路95号,59480,1988年,70年,2.00,20.0%,0,0.90元/平米/月,住宅
广九三马路7号大院,越秀-东湖-广九三马路,46022,1992年,70年,1.20,25.0%,0,0.50元/平米/月,住宅
越华大厦,越秀-东山口-榨粉街57号,34800,2000年,70年,1.80,35.0%,1,2.00元/平米/月,住宅
麓湖路3号大院,越秀-环市东-麓湖路3号,36200,1993年,70年,1.20,30.0%,0,0.50元/平米/月,住宅
广信汇景大厦,越秀-五羊新城-寺右新马路132-134号,46754,1998年,70年,2.31,35.0%,0,1.70元/平米/月,住宅
富临居,越秀-解放南-白薇街36-38号,33600,1993年,70年,1.50,40.0%,1,0.60元/平米/月,住宅
东川路91号大院,越秀-东川-东川路91号,74612,2000年,70年,2.50,40.0%,1,0.60元/平米/月,住宅
担干巷小区,越秀-北京路-担杆巷20号,40000,1996年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
越秀宏城花园,越秀-二沙岛-粤台路,200326,2000年,70年,0.50,30.0%,1,9.80元/平米/月,别墅
五羊商住中心,越秀-五羊新城-寺右新马路138-158号,40200,2000年,70年,2.50,35.0%,0,0.90元/平米/月,住宅
印象东山大厦,越秀-东川-永安横街26号,68491,2007年,70年,2.50,30.0%,1,1.80元/平米/月,住宅
永泰路小区,越秀-淘金-永泰路10-16号,42092,1992年,70年,1.50,30.0%,1,0.50元/平米/月,住宅
群星大厦,越秀-东川-东华西路180号,50000,2002年,70年,1.60,35.0%,1,1.50元/平米/月,住宅
四方堂小区,越秀-盘福-人民北路626-644号,36000,1992年,70年,0.80,20.0%,1,0.50元/平米/月,住宅
东华西新街小区,越秀-东川-较场东路81号,46200,1993年,70年,2.60,28.0%,0,0.90元/平米/月,住宅
湛塘路大院,越秀-北京路-湛塘路20-88号,33350,1990年,70年,1.80,30.0%,1,1.00元/平米/月,住宅
共和西苑,越秀-共和路-共和西路9号,70440,1994年,70年,2.50,20.0%,0,0.90元/平米/月,住宅
北较场横路1号大院,越秀-建设-北较场横路1号,53002,2015年,70年,1.20,30.0%,1,0.40元/平米/月,住宅
原道路小区,越秀-淘金-原道路44号,51000,1995年,70年,2.60,12.0%,0,0.80元/平米/月,住宅
六合园,越秀-小北-法政路,71062,1990年,70年,1.20,40.0%,0,0.50元/平米/月,住宅
老报社大院,越秀-共和路-共和大街23号,64180,2005年,70年,1.50,30.0%,0,0.90元/平米/月,住宅
碧水明筑,越秀-五羊新城-东泰路80号,62591,2005年,70年,3.30,20.0%,1,0.90元/平米/月,住宅
进步里,越秀-西门口-光塔路,25033,1988年,70年,1.30,20.0%,1,0.90元/平米/月,住宅
下塘宝汉直街小区,越秀-小北-宝汉直街54号,29049,1991年,70年,2.50,36.0%,1,0.80元/平米/月,住宅
广源西公安宿舍,越秀-流花-松岗大街13号,18800,2015年,70年,1.20,24.0%,0,0.80元/平米/月,住宅
正南路都府街大院,越秀-北京路-都府街,43007,1998年,70年,1.20,20.0%,0,0.50元/平米/月,住宅
兰湖里,越秀-盘福-医国街114号,44000,1998年,70年,2.50,35.0%,0,1.50元/平米/月,住宅
农林下路74号大院,越秀-农林下路-农林下路,52500,2000年,70年,2.80,30.0%,0,15.00元/平米/月,住宅
九龙街老干部大院,越秀-小北-九龙街2-30号,63000,1999年,70年,1.20,20.0%,0,0.50元/平米/月,住宅
麓苑小区,越秀-淘金-麓苑路5-24号,47906,1983年,70年,2.60,30.0%,1,1.00元/平米/月,住宅
华逸阁,越秀-东川-东华西路248号,46200,2000年,70年,1.50,30.0%,0,2.50元/平米/月,住宅
鸿景大厦,越秀-五羊新城-广州大道中115-117号,46404,1997年,70年,4.80,28.0%,1,0.90元/平米/月,住宅
建设五马路35号大院,越秀-建设-建设五马路35号,75313,1988年,70年,1.50,20.0%,0,1.00元/平米/月,住宅
黄华路24大院,越秀-建设-黄华路24号,67245,1988年,70年,1.20,20.0%,0,1.50元/平米/月,住宅
横枝岗路81号大院,越秀-淘金-横枝岗路81号,34800,1994年,70年,1.50,20.0%,1,0.90元/平米/月,住宅
东风东大院,越秀-东风东-东风东路,56231,1990年,70年,2.34,30.0%,0,0.80元/平米/月,住宅
华景大厦,越秀-五羊新城-广州大道中229号,45464,2005年,70年,2.50,30.0%,0,0.90元/平米/月,住宅
日升大厦,越秀-建设-青菜东街35号,55607,1997年,70年,2.50,20.0%,0,0.90元/平米/月,住宅
周家巷小区,越秀-解放北-周家巷,35600,1995年,70年,1.50,20.0%,0,15.00元/平米/月,住宅
竹丝岗四马路小区,越秀-农林下路-竹丝岗四马路10号,50139,1990年,70年,1.20,31.6%,1,1.20元/平米/月,住宅
越秀大南路小区,越秀-北京路-大南路,31246,1998年,70年,1.50,30.0%,0,0.30元/平米/月,住宅
越华阁,越秀-北京路-朝天坊2-50号,38800,1998年,70年,2.50,15.0%,0,0.90元/平米/月,住宅
乐景大厦,越秀-五羊新城-寺右二横路,52500,1998年,70年,1.85,12.0%,0,1.50元/平米/月,住宅
前鉴通津小区,越秀-东川-前鉴通津2号,47303,1996年,70年,2.00,30.0%,0,1.20元/平米/月,住宅
小北路洪桥街社区,越秀-小北-洪桥街,57003,1999年,70年,2.50,30.0%,0,0.90元/平米/月,住宅
西元岗小区,越秀-共和路-西元岗7号,56500,2015年,70年,1.20,30.0%,0,0.50元/平米/月,住宅
南坑东小区,越秀-小北-南坑东13号,36200,1995年,70年,1.50,20.0%,1,0.90元/平米/月,住宅
教育路大院,越秀-北京路-教育路59号,36400,1995年,70年,2.00,20.0%,1,0.30元/平米/月,住宅
侨力大厦(越秀),越秀-解放南-起义路123-159号,59225,2001年,70年,1.16,25.0%,1,1.40元/平米/月,住宅
人民北路小区,越秀-西门口-人民北路,28000,1997年,70年,2.60,35.0%,0,0.70元/平米/月,住宅
仙湖街小区,越秀-北京路-惠福东路,33405,1995年,70年,1.20,20.0%,0,0.30元/平米/月,住宅
米市路小区,越秀-西门口-米市路13-23号,35733,1990年,70年,1.20,20.0%,0,0.50元/平米/月,住宅
东风东路699号大院,越秀-东风东-东风东路699号,63805,2001年,70年,2.00,30.0%,0,0.90元/平米/月,住宅
德雅轩,越秀-北京路-长塘街77-83号,53000,1996年,70年,5.00,18.0%,1,1.90元/平米/月,住宅
湖景华厦,越秀-东山口-东华南路176号,59000,1998年,70年,2.50,20.0%,1,4.00元/平米/月,住宅
华曦大厦,越秀-北京路-中山四路24-30号,81499,2007年,70年,2.50,15.0%,1,1.80元/平米/月,住宅
海珠南路小区,越秀-解放南-海珠南路,27400,2007年,70年,5.20,30.0%,1,0.40元/平米/月,住宅
大德大厦,越秀-解放南-大德路188-214号,36200,1998年,70年,5.00,30.0%,1,2.60元/平米/月,住宅
财政厅宿舍,越秀-公园前-北京路376号,75359,2000年,70年,1.20,30.0%,0,0.50元/平米/月,住宅
市司法局宿舍,越秀-北京路-莲花井87号,33600,2006年,70年,1.50,30.0%,0,1.00元/平米/月,住宅
福今路小区,越秀-东风东-福今路24-51号,58651,1990年,70年,2.50,30.0%,0,0.90元/平米/月,住宅
华美苑(白云),越秀-流花-瑶华中街122号,23576,1996年,70年,1.50,10.0%,1,0.90元/平米/月,住宅
大南居,越秀-东山口-大南路66号,38600,2003年,70年,2.50,24.0%,0,1.00元/平米/月,住宅
幸福立方,越秀-西门口-大德路25号,44600,2000年,70年,2.90,12.0%,1,0.50元/平米/月,住宅
榨粉街小区,越秀-农讲所-榨粉东街,48167,2000年,70年,1.50,30.0%,0,0.90元/平米/月,住宅
通正巷小区,越秀-北京路-万福路,40606,1992年,70年,1.50,20.0%,1,5.00元/平米/月,住宅
山河西街小区,越秀-东山口-山河西街,74744,2013年,70年,2.29,12.0%,1,0.50元/平米/月,住宅
双井街社区,越秀-盘福-盘福路69号,39166,1990年,70年,1.50,20.0%,0,0.40元/平米/月,住宅
永安横街15号大院,越秀-东川-永安横街15号,45800,1998年,70年,2.50,20.0%,0,0.90元/平米/月,住宅
铁路宿舍(中山一路),越秀-共和路-中山一路53号,42905,1998年,70年,2.10,33.0%,1,0.90元/平米/月,住宅
淘金西街小区,越秀-淘金-淘金西街1-11号,45521,1997年,70年,3.70,40.0%,1,1.20元/平米/月,住宅
学宫街小区,越秀-公园前-学宫街11-64号,32657,1991年,70年,1.50,20.0%,1,0.90元/平米/月,住宅
仙湖街100-112号大院,越秀-北京路-仙湖街100-112号,32200,1995年,70年,2.00,20.0%,0,0.90元/平米/月,住宅
广仁路4号大院,越秀-公园前-广仁路4号,31878,1995年,70年,1.20,20.0%,0,0.50元/平米/月,住宅
惠福西路仙邻巷小区,越秀-西门口-惠福西路,37526,1990年,70年,1.20,40.0%,1,0.50元/平米/月,住宅
恒福路93号大院,越秀-淘金-恒福路93号,36275,1998年,70年,1.00,50.0%,1,1.00元/平米/月,住宅
公安厅宿舍87号大院,越秀-小北-黄华路87号,66326,1988年,70年,2.50,35.0%,0,0.90元/平米/月,住宅
恒福路9-11号大院,越秀-淘金-恒福路9-11号,27000,1985年,70年,1.20,20.0%,1,0.80元/平米/月,住宅
福今路7号大院,越秀-东山口-福今路7号,86302,1990年,70年,1.50,35.0%,1,0.90元/平米/月,住宅
东华西四胜街小区,越秀-东川-东华西四胜街,28800,1994年,70年,2.50,32.0%,0,0.50元/平米/月,住宅
东风西路小区,越秀-西门口-东风西路,24800,2002年,70年,1.32,30.0%,1,2.00元/平米/月,住宅
东风东路695号大院,越秀-东风东-东风东路695号,57500,2001年,70年,1.20,30.0%,0,0.50元/平米/月,住宅
东川二街小区,越秀-东川-东川二街,50405,1993年,70年,2.30,28.0%,0,0.50元/平米/月,住宅
东昌大街小区,越秀-东川-东昌大街,37000,1990年,70年,1.50,18.0%,1,0.50元/平米/月,住宅
北较场横路8号大院,越秀-建设-北较场横路8号,50000,1988年,70年,1.20,20.0%,0,0.50元/平米/月,住宅
北横街小区,越秀-中山路-中山三路108号,39400,2001年,70年,1.20,30.0%,0,0.30元/平米/月,住宅
百子横街小区,越秀-东山口-东川路,47960,2000年,70年,2.50,25.0%,0,0.40元/平米/月,住宅
铁路宿舍(东华南路),越秀-东川-东华南路15号,46979,1992年,70年,2.50,20.0%,1,1.20元/平米/月,住宅
王圣堂公安宿舍,越秀-流花-王圣堂后街136号,19100,2015年,70年,1.20,30.0%,1,0.50元/平米/月,住宅
卫生厅宿舍,越秀-北京路-仓边路35号,42000,1998年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
盘福后街小区,越秀-盘福-盘福后街35号,34400,2010年,70年,1.50,30.0%,0,暂无,住宅
大新路小区,越秀-解放中路-小新街46号,27143,1995年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
瑶华大街大院,越秀-流花-瑶华大街,18400,2000年,70年,1.20,25.0%,1,0.50元/平米/月,住宅
北站路小区,越秀-流花-北站路50-172号,22818,1995年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
白沙巷小区,越秀-西门口-白沙巷8号,29000,2004年,70年,1.50,30.0%,0,0.90元/平米/月,住宅
香江园,越秀-环市东-先烈中路98号,45800,1990年,70年,1.20,30.0%,0,0.50元/平米/月,住宅
黄华塘社区,越秀-建设-黄华路85号,49350,2000年,70年,1.50,30.0%,0,0.90元/平米/月,住宅
祝寿巷社区,越秀-西门口-祝寿巷20号,27500,1998年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
矿泉北街2-40号小区,越秀-广园东-矿泉北街2-40号,24647,1995年,70年,1.50,20.0%,1,1.00元/平米/月,住宅
美东大厦,越秀-西门口-光塔路154号,37400,1999年,70年,2.50,10.0%,0,0.90元/平米/月,住宅
广园东路小区(越秀),越秀-广园东-广园东路,22200,2000年,70年,1.50,30.0%,0,0.90元/平米/月,住宅
珠光街新福里社区,越秀-北京路-德政南路80号,38025,2018年,70年,1.50,30.0%,0,0.90元/平米/月,住宅
寺右一马路小区,越秀-五羊新城-寺右一马路214号,41000,1994年,70年,2.30,15.0%,1,1.00元/平米/月,住宅
青龙坊友谊农机大院,越秀-北京路-青龙坊179-185号(单号),41600,1995年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
合群三马路小区,越秀-东山口-合群三马路3号,80606,2000年,70年,1.50,30.0%,0,0.90元/平米/月,住宅
永安东街小区,越秀-北京路-永安东街3号,41800,2013年,70年,1.50,30.0%,0,0.90元/平米/月,住宅
建设五马路小区,越秀-建设-建设五马路,46200,1996年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
海珠北路金氏巷12号小区,越秀-西门口-海珠北路金氏巷12号,31319,2000年,70年,1.50,30.0%,0,0.90元/平米/月,住宅
仰星横街小区,越秀-农讲所-仰星横街4-6号,58137,2004年,70年,1.50,30.0%,0,0.90元/平米/月,住宅
署前路小区,越秀-东山口-署前路1号,53000,2014年,70年,1.50,30.0%,0,0.90元/平米/月,住宅
培正新横路小区,越秀-东山口-培正新横路9号,63000,2000年,70年,1.20,30.0%,0,0.50元/平米/月,住宅
海南大厦,越秀-西门口-观绿路45号,26000,1995年,70年,4.00,20.0%,0,0.90元/平米/月,住宅
共和怡苑(二区),越秀-共和路-共和西路10号,66833,1996年,70年,2.59,27.0%,1,1.20元/平米/月,住宅
米市路54-56号小区,越秀-解放中路-米市路54-56号,32400,2002年,70年,1.50,30.0%,0,0.90元/平米/月,住宅
竹丝岗新南路小区,越秀-农林下路-新南路18号,43800,1987年,70年,1.50,15.0%,1,1.20元/平米/月,住宅
竹丝岗二马路7号大院,越秀-东山口-竹丝岗二马路7号,46800,1997年,70年,1.00,26.0%,1,0.50元/平米/月,住宅
西胜街小区(越秀区),越秀-小北-西胜街,27522,1996年,70年,2.53,36.0%,0,0.80元/平米/月,住宅
中山三路钱路头小区,越秀-东川-钱路头直街,33800,2015年,70年,1.20,30.0%,1,1.50元/平米/月,住宅
西湖路小区,越秀-北京路-西湖路,35400,1980年,70年,0.90,35.0%,0,0.80元/平米/月,住宅
越兴苑,越秀-盘福-朱紫后街5号,43200,2000年,70年,3.00,30.0%,1,1.00元/平米/月,住宅
长堤大马路小区,越秀-解放南-长堤大马路,32307,1993年,70年,3.20,30.0%,0,0.90元/平米/月,住宅
越秀大北新街小区,越秀-解放北-解放北路,32400,1995年,70年,2.60,30.0%,0,15.00元/平米/月,住宅
朱紫街小区,越秀-解放北-朱紫街,36800,1990年,70年,1.80,18.0%,0,10.00元/平米/月,住宅
文德北小区,越秀-北京路-文德北路69号,68420,1996年,70年,1.20,40.0%,1,5.00元/平米/月,住宅
挹翠花园,越秀-越秀南-东堤二马路,35400,1999年,70年,1.20,20.0%,0,0.50元/平米/月,住宅
挹翠路小区,越秀-北京路-挹翠路10号,35000,1995年,70年,1.20,20.0%,0,0.50元/平米/月,住宅
永安横街11号,越秀-东川-永安横街11号,34600,1990年,70年,1.20,50.0%,0,0.80元/平米/月,住宅
新时代宿舍,越秀-流花-北站路47-49号,17200,1998年,70年,2.57,30.0%,1,0.50元/平米/月,住宅
新悦楼(越秀),越秀-越秀南-海月街36-42号,39400,1999年,70年,5.77,20.0%,1,0.40元/平米/月,住宅
珠江水泥厂宿舍,越秀-流花-北站路14号,20000,1994年,70年,1.50,20.0%,1,0.90元/平米/月,住宅
越秀区物资局大院,越秀-建设-北较场横路10号,34122,1980年,70年,2.50,10.0%,1,5.00元/平米/月,住宅
寺右南路小区,越秀-五羊新城-寺右南路,48200,1994年,70年,4.00,40.0%,0,1.00元/平米/月,住宅
越秀电台大院,越秀-盘福-双井街7号,48500,2001年,70年,2.10,32.0%,1,0.90元/平米/月,住宅
万福楼,越秀-北京路-万福路,49072,2000年,70年,4.66,20.0%,1,1.20元/平米/月,住宅
水荫公安局宿舍,越秀-水荫路-水荫一横路,24600,1990年,70年,2.60,40.0%,1,0.80元/平米/月,住宅
怡景大厦(越秀),越秀-五羊新城-广州大道中121号,43457,1995年,70年,9.00,15.0%,0,1.70元/平米/月,住宅
小新街社区,越秀-解放南-小新街,33800,2015年,70年,1.20,30.0%,0,0.30元/平米/月,住宅
蟹岗道小区,越秀-小北-蟹岗道1-35号,39473,2001年,70年,1.20,30.0%,0,0.50元/平米/月,住宅
钱路头直街35号,越秀-东川-钱路头直街35号,42888,2015年,70年,1.20,30.0%,1,0.50元/平米/月,住宅
陵园西小区,越秀-东川-陵园西路,48100,1980年,70年,1.50,45.0%,0,0.30元/平米/月,住宅
濂泉居,越秀-广园东-濂泉路,26086,1999年,70年,2.20,40.0%,1,0.50元/平米/月,住宅
北站山顶小区,越秀-流花-北站新街8号,20000,1994年,70年,1.20,20.0%,1,暂无,住宅
明月二路小区,越秀-五羊新城-明月二路48-54号,56852,1989年,70年,1.50,35.0%,0,0.90元/平米/月,住宅
三育路小区,越秀-东风东-三育路,49100,1993年,70年,2.20,30.0%,0,10.00元/平米/月,住宅
小北路医灵直街市委宿舍,越秀-小北-医灵直街11-25号,46800,2015年,70年,0.80,20.0%,1,0.50元/平米/月,住宅
陵园西路5号大院,越秀-东川-陵园西路5号,32800,2000年,70年,1.20,30.0%,0,0.80元/平米/月,住宅
南堤二马路小区,越秀-北京路-南堤二马路,40000,1991年,70年,3.50,20.0%,1,0.90元/平米/月,住宅
钱路头直街2号大院,越秀-东川-钱路头直街2号,42000,1995年,70年,1.20,20.0%,1,0.50元/平米/月,住宅
向阳西街小区,越秀-流花-向阳西街,16400,2005年,70年,1.20,30.0%,1,0.50元/平米/月,住宅
农林上路七横路大院,越秀-东山口-农林上路七横路,65000,1999年,70年,2.00,35.0%,0,10.00元/平米/月,住宅
建设大马路9号大院,越秀-建设-建设大马路9号,49511,1988年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
广东商业大厦,"越秀-东山口-东华北路50,52号",48419,2004年,70年,3.20,36.0%,1,2.80元/平米/月,住宅
汇贤里1-15号小区,越秀-东川-汇贤里1-15号,37600,2000年,70年,1.20,30.0%,0,0.80元/平米/月,住宅
江岭东路小区,越秀-东山口-龟岗二马路,56226,1993年,70年,2.00,15.0%,1,0.41元/平米/月,住宅
江岭西路小区,越秀-东山口-龟岗二马路,57500,1998年,70年,2.00,20.0%,0,1.50元/平米/月,住宅
华宁里小区,越秀-公园前-越华路,34000,1995年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
建设二马路1号小区,越秀-建设-建设二马路1号,40513,1990年,70年,1.20,20.0%,0,0.50元/平米/月,住宅
广州市人大住宅楼,越秀-小北-下塘西路29-35号,32600,2000年,70年,1.20,30.0%,0,0.50元/平米/月,住宅
鸿瑞大厦,越秀-东川-中山二路29号,62500,2002年,70年,3.50,15.0%,0,1.50元/平米/月,住宅
署前社区,越秀-东山口-庙前西街44号,46600,1993年,70年,1.20,20.0%,0,0.50元/平米/月,住宅
小北路电梯房,越秀-小北-蟹岗道35号,40600,2005年,70年,1.20,30.0%,1,0.50元/平米/月,住宅
培正一横路小区,越秀-东山口-恤孤院路22号,60000,1998年,70年,2.00,20.0%,0,0.50元/平米/月,住宅
竣雅阁,越秀-农讲所-榨粉东街18号,43800,2000年,70年,2.50,20.0%,1,1.60元/平米/月,住宅
惠福西路白薇街小区,越秀-解放中路-白薇街,25200,2000年,70年,1.20,10.0%,1,1.00元/平米/月,住宅
红胜街公安宿舍,越秀-建设-红胜街2号,36800,1990年,70年,1.50,20.0%,0,1.50元/平米/月,住宅
东园新村1号大院,越秀-东山口-农林东路18号,52412,1991年,70年,3.00,25.0%,1,0.90元/平米/月,住宅
东源新街大院,越秀-东川-东源新街,45800,1993年,70年,2.50,35.0%,0,1.40元/平米/月,住宅
东川三街小区,越秀-东川-东川路,51839,1995年,70年,2.50,32.0%,1,0.80元/平米/月,住宅
东里大院,越秀-东川-永胜街东里,36800,1999年,70年,1.50,40.0%,0,0.90元/平米/月,住宅
东风中路360号宿舍大楼,越秀-东风东-东风中路360号,56000,2015年,70年,1.20,30.0%,0,0.80元/平米/月,住宅
东南大厦,越秀-北京路-会同里3-5号,42600,2002年,70年,3.10,30.0%,1,1.50元/平米/月,住宅
东风东路754号大院,越秀-东风东-东风东路754号,58624,1998年,70年,2.00,30.0%,0,3.00元/平米/月,住宅
德源里社区,越秀-小北-东风中路,44392,2000年,70年,1.20,30.0%,0,0.50元/平米/月,住宅
大塘街小区,越秀-农讲所-北京路大塘街,37429,2003年,70年,1.50,30.0%,1,0.50元/平米/月,住宅
福今路2号大院,越秀-东山口-福今路2号,55500,2000年,70年,1.20,35.0%,1,1.20元/平米/月,住宅
横枝岗路56号大院,越秀-淘金-横枝岗路56号,32779,1995年,70年,1.50,32.0%,1,1.00元/平米/月,住宅
合群二马路小区,越秀-东山口-合群二马路,63007,2007年,70年,2.17,35.0%,0,1.00元/平米/月,住宅
东皋大道小区,越秀-东风东-东皋大道,44784,1995年,70年,2.50,35.0%,0,1.20元/平米/月,住宅
东风东路703号大院,越秀-东风东-东风东路703号,58000,1990年,70年,1.50,30.0%,0,0.90元/平米/月,住宅
大沙头路大院,越秀-东湖-大沙头路24-30号,36800,2002年,70年,1.20,30.0%,0,1.00元/平米/月,住宅
保安北街小区,越秀-东山口-保安北街,50500,2004年,70年,1.50,20.0%,0,0.60元/平米/月,住宅
达道路大院,越秀-东山口-达道路文明里6号,61095,1994年,70年,1.80,20.0%,0,0.75元/平米/月,住宅
东风东路697号大院,越秀-东风东-东风东路697号,48200,1995年,70年,1.20,20.0%,1,0.70元/平米/月,住宅
广信丽景大厦,越秀-五羊新城-广州大道中路123-125号,50000,1993年,70年,1.00,15.0%,1,1.80元/平米/月,住宅
广信豪景大厦,越秀-五羊新城-寺右新马路124-130号,55769,2000年,70年,1.00,25.0%,1,2.10元/平米/月,住宅
佳地华苑,越秀-五羊新城-寺右新马路77-79号,50833,1995年,70年,2.50,10.0%,1,1.90元/平米/月,住宅
仁济路小区,越秀-一德路-仁济路4号,24545,2005年,70年,1.50,30.0%,1,1.00元/平米/月,住宅
恒福路250号之六小区,越秀-黄花岗-恒福路250号之六,40400,2000年,70年,1.50,30.0%,0,0.90元/平米/月,住宅
文德东路6号大院,越秀-北京路-文德东路6号,51072,2000年,70年,1.50,30.0%,0,0.90元/平米/月,住宅
广东省外贸大院,越秀-环市东-福今路62号,50500,2001年,70年,1.50,30.0%,0,0.90元/平米/月,住宅
福今路12号大院,越秀-环市东-福今路12号,53500,2006年,70年,1.50,30.0%,0,1.00元/平米/月,住宅
黄华路6-10号(双)大院,越秀-东风东-黄华路6-10号,46200,2006年,70年,1.50,30.0%,1,1.20元/平米/月,住宅
接龙楼,越秀-小北-仁安新街14号,43800,2006年,70年,1.50,30.0%,1,1.00元/平米/月,住宅
建设四马路12-13号小区,越秀-北京路-建设四马路12-13号,40200,1995年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
海傍街小区,越秀-北京路-海傍街38号,36800,2000年,70年,1.50,30.0%,0,暂无,住宅
东风东路870-876号小区,越秀-东风东-东风东路870-876号,45200,2006年,70年,1.50,30.0%,1,1.00元/平米/月,住宅
中山一路大院,越秀-杨箕-中山一路35-36号,58500,2000年,70年,1.50,30.0%,0,0.90元/平米/月,住宅
