小区,小区地址,PRI,AGE,YEAR,FAR,GRE,CAR,PRO,物业类型
福颖苑,天河-员村-康湖大街,49609,2004年,70年,1.80,40.0%,1,1.10元/平米/月,住宅
枫丹雅筑,天河-天河北-龙口西路209号,57353,2003年,70年,2.00,15.0%,1,1.45元/平米/月,住宅
东莞庄工商局宿舍,天河-东莞庄-东莞庄一横路,48600,2000年,70年,1.50,30.0%,1,1.00元/平米/月,住宅
电信科研所宿舍,天河-天河公园-中山大道西111号,53922,2001年,70年,2.10,33.0%,0,0.90元/平米/月,住宅
翠华苑,天河-五山-岳洲路,53500,2000年,70年,1.50,30.0%,1,0.80元/平米/月,住宅
沙河西街小区,天河-沙河-先烈东路,18600,1990年,70年,2.00,15.0%,1,0.90元/平米/月,住宅
福泉楼,天河-沙河-先烈东路298-2号,26400,1980年,70年,3.80,15.0%,1,1.50元/平米/月,住宅
岳洲社区,天河-五山-岳洲路9号,40201,2008年,70年,1.50,30.0%,0,0.90元/平米/月,住宅
新世界天逸,天河-天河公园-天府路31-33号,130397,2017年、2019年,70年,3.30,35.0%,1,3.80元/平米/月,住宅
马蹄岗教师楼,天河-燕塘-燕塘路,26600,1998年,70年,1.90,31.0%,1,0.50元/平米/月,住宅
五山东城花苑,天河-华师-五山路,40200,1997年,70年,2.60,30.0%,0,0.42元/平米/月,住宅
天顺跃居,天河-员村-黄埔大道中131-135号,48500,2007年,70年,2.50,36.8%,1,1.35元/平米/月,住宅
天河路小区,天河-体育西路-天河路,59424,1992年,70年,1.20,30.0%,1,1.00元/平米/月,住宅
穗源阁,天河-员村-员村西街8-16号,36894,1999年,70年,2.20,36.0%,1,1.00元/平米/月,住宅
亿泉尚园,天河-天河北-天河直街152号,96000,2010年,70年,2.55,38.0%,1,3.00元/平米/月,住宅
石鼓岭公安宿舍,天河-天平架-石鼓岭24号,22400,1996年,70年,1.00,10.0%,0,1.20元/平米/月,住宅
四航局大院(天河),天河-沙河-先烈东路159号,29554,1999年,70年,1.10,20.0%,1,1.50元/平米/月,住宅
省政府宿舍,天河-体育中心-广州大道中980号,50634,2000年,70年,2.50,30.0%,1,1.10元/平米/月,住宅
侨翠苑,天河-沙河-先烈东二横路10号,28665,1994年,70年,2.10,32.0%,1,1.00元/平米/月,住宅
侨兴苑(天河),天河-岗顶-黄埔大道西433号,40000,1995年,70年,0.79,13.0%,1,0.60元/平米/月,住宅
先烈东横路40号大院,天河-沙河-先烈东横路40-45号,30167,1998年,70年,2.30,26.0%,1,0.80元/平米/月,住宅
力迅T,天河-员村-翠湖街,71500,2012年,70年,5.93,37.0%,1,3.80元/平米/月,住宅
林和东商住小区,天河-天河北-沾溢直街170-190号,53521,1997年,70年,2.80,22.0%,1,0.80元/平米/月,住宅
兰亭上东,天河-员村-员村一横路11号,51616,2006年,70年,1.20,30.0%,1,3.00元/平米/月,住宅
龙吟居,天河-龙洞-天源路1041号,25800,2006年,70年,1.10,30.0%,1,0.50元/平米/月,住宅
国土资源厅宿舍,天河-员村-翠华街27号,48200,2000年,70年,2.70,24.0%,0,0.60元/平米/月,住宅
海景中心,天河-天河公园-黄埔大道中144号,40708,1999年,70年,4.68,15.0%,1,1.00元/平米/月,住宅
广本宿舍,天河-岗顶-石牌东路237-245号,41690,1997年,70年,1.50,10.0%,1,0.60元/平米/月,住宅
岗顶劳动局宿舍,天河-岗顶-石牌东路117号,34800,1998年,70年,2.00,20.0%,0,0.90元/平米/月,住宅
珠江西苑,天河-林和-林和东路218-228号,59500,1988年,70年,1.50,30.0%,0,0.90元/平米/月,住宅
河源大厦,天河-林和-林和西横路194号,45800,2001年,70年,3.00,25.0%,0,0.90元/平米/月,住宅
天利居,天河-沙太南-牛利岗大街,26892,1999年,70年,3.69,25.0%,1,0.80元/平米/月,住宅
金园大厦,天河-沙河-广园东路1850-1852号,26512,2000年,70年,2.00,20.0%,1,1.00元/平米/月,住宅
濂泉路42号大院,天河-沙河-濂泉路42号,24000,1990年,70年,2.20,32.0%,0,0.80元/平米/月,住宅
信达金茂府(商住楼),天河-沙太南-广州大道北920号,34113,2020年,70年,3.00,35.0%,1,暂无,商住楼
天麟府臻林,天河-天河公园-金兴一街46-48号,101693,2022年,70年,4.40,39.0%,1,1.60元/平米/月,住宅
广州体育学院山顶教工宿舍,天河-体育中心-水荫横路19-41号,35000,1984年,70年,1.50,20.0%,1,1.00元/平米/月,住宅
中山三院,天河-岗顶-天河路,46200,1995年,70年,2.30,32.0%,0,0.90元/平米/月,住宅
华师附中教师宿舍,天河-石牌-中山大道西1号,66334,1995年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
长福路小区,天河-天河客运站-长福路104-215号,34000,1994年,70年,2.60,20.0%,0,0.90元/平米/月,住宅
暨南大学南湖苑,天河-岗顶-黄埔大道西601号,54996,1998年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
华颖轩,天河-员村-员村一横路3号,46000,2004年,70年,2.50,30.0%,0,0.90元/平米/月,住宅
沙和路江屋竹园,天河-天平架-沙河路20号,25000,2000年,70年,2.10,12.0%,0,0.90元/平米/月,住宅
东莞庄花苑,天河-东莞庄-东莞庄路2号,39600,2000年,70年,1.50,30.0%,0,0.90元/平米/月,住宅
中铁盛德国际,天河-岗顶-黄埔大道西367号,51968,2014年,70年,3.80,30.0%,1,1.95元/平米/月,住宅
五山税务局宿舍,天河-五山-茶山路235号,59500,2000年,70年,2.50,20.0%,1,0.30元/平米/月,住宅
五羊宿舍,天河-科韵路-建华路109-121号,40000,1999年,70年,2.00,20.0%,1,1.20元/平米/月,住宅
沾益直街小区,天河-天河北-沾益直街87-113号,58000,1993年,70年,2.00,25.0%,1,2.30元/平米/月,住宅
员村西街4号大院,天河-员村-员村西街,40000,1998年,70年,2.60,30.0%,1,0.80元/平米/月,住宅
员村四横路1号大院,天河-科韵路-员村四横路1号,38600,1991年,70年,1.20,20.0%,1,0.50元/平米/月,住宅
天寿路小区,天河-龙口东-天寿路100-124号,48010,1999年,70年,2.50,35.0%,1,0.90元/平米/月,住宅
远洋棠下小区,天河-科韵路-科新路,42185,1997年,70年,2.30,25.0%,1,3.00元/平米/月,住宅
禺东西路40号大院,天河-沙河-禺东西路40号,27800,2000年,70年,1.20,30.0%,1,0.80元/平米/月,住宅
永福北约,天河-沙河-先烈东路,23000,1996年,70年,3.00,30.0%,1,0.40元/平米/月,住宅
天河花园大厦,天河-石牌-南二路30-32号,46307,2000年,70年,4.30,30.0%,1,1.50元/平米/月,住宅
天河铁路宿舍,天河-岑村-江园街,22800,2000年,70年,1.20,30.0%,0,1.00元/平米/月,住宅
银利花苑,天河-沙太南-银利路123号,25400,2000年,70年,1.90,18.0%,1,0.60元/平米/月,住宅
棠利大厦,天河-车陂-中山大道西491号,29200,1997年,70年,3.00,30.0%,1,0.60元/平米/月,住宅
石牌东公安宿舍,天河-岗顶-石牌东路79号,36071,1995年,70年,1.20,30.0%,1,0.50元/平米/月,住宅
司法局宿舍(天河),天河-天河北-龙口东路200-206号,61083,1998年,70年,1.50,15.0%,1,1.40元/平米/月,住宅
石牌东法院宿舍,天河-岗顶-石牌东路157号,34807,2006年,70年,2.00,28.0%,1,0.60元/平米/月,住宅
水务局三防办,天河-五山-瘦狗岭路,29000,2000年,70年,1.50,30.0%,1,0.90元/平米/月,住宅
一汽宿舍,天河-东圃-圃兴路69号,26600,2001年,70年,2.00,20.0%,1,0.50元/平米/月,住宅
瘦狗岭小区,天河-粤垦-瘦狗岭路9号,26600,1999年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
燕岭宿舍,天河-粤垦-粤垦路639号,24200,1993年,70年,1.50,30.0%,0,0.60元/平米/月,住宅
瑞达大厦,天河-体育中心-黄埔大道西39号,43000,1998年,70年,2.00,18.0%,1,1.50元/平米/月,住宅
省机械研究所宿舍,天河-龙口东-龙口东路,45800,1995年,70年,1.00,20.0%,1,0.70元/平米/月,住宅
善庆邨,天河-棠下-涌东路3-7号,16906,2008年,70年,2.50,34.0%,0,0.80元/平米/月,住宅
沙河顶新二街小区,天河-沙河-沙河顶新二街,25600,1994年,70年,3.60,25.0%,0,0.50元/平米/月,住宅
新概念电脑城,天河-岗顶-天河路552-558号,28800,2003年,70年,3.00,30.0%,1,0.90元/平米/月,住宅
侨颖苑,天河-员村-员村西街4-8号,46600,1998年,70年,2.00,30.0%,1,1.50元/平米/月,住宅
润寿小区,天河-天河北-天寿路22-26号,43600,1996年,70年,2.00,12.0%,0,0.70元/平米/月,住宅
侨苑小区(天河),天河-天河北-天河北街4-30号,56000,1995年,70年,1.30,30.0%,1,0.50元/平米/月,住宅
侨辉大厦,天河-石牌-天河南二路22号,42400,1994年,70年,2.50,35.0%,1,1.50元/平米/月,住宅
先烈东二横路11号大院,天河-沙河-先烈东二横路11号,28270,1990年,70年,1.20,32.0%,0,1.20元/平米/月,住宅
农科院(西区),天河-五山-金颖路,56756,1992年,70年,1.32,25.0%,1,1.00元/平米/月,住宅
联发名苑,天河-粤垦-粤垦路490-494号,27651,1998年,70年,1.50,20.0%,1,0.70元/平米/月,住宅
绿洲阁,天河-燕塘-燕塘路11号,25200,1995年,70年,1.50,28.0%,0,0.40元/平米/月,住宅
绿怡居花园,天河-林和-水荫直街6巷53号,32400,1970年,70年,2.70,30.0%,1,0.75元/平米/月,住宅
绿茵居,天河-天河公园-华景路53-55号,40200,2005年,70年,3.20,46.0%,1,1.20元/平米/月,住宅
绿韵阁,天河-燕塘-燕塘路35号,26600,1995年,70年,1.50,19.0%,1,0.60元/平米/月,住宅
金庭轩,天河-东圃-东圃大马路50号,36000,2000年,70年,2.40,33.0%,1,0.40元/平米/月,住宅
佳福阁,天河-科韵路-建华路17号,37000,1998年,70年,2.10,25.0%,1,0.80元/平米/月,住宅
金骏大厦,天河-珠江新城东-海安路,79500,1999年,70年,4.60,35.0%,1,2.45元/平米/月,住宅
海棠阁(天河),天河-天河北-林和东路122-124号,57500,1999年,70年,1.10,25.0%,0,1.40元/平米/月,住宅
嘉德利湾,天河-沙太南-沙太南路20号,31414,2004年,70年,2.10,30.0%,1,1.80元/平米/月,住宅
广运楼,天河-天河公园-中山大道西138号,18100,2000年,70年,1.20,30.0%,0,0.50元/平米/月,住宅
广利路小区,天河-体育西路-广利路19号,45200,1996年,70年,2.10,10.0%,0,0.80元/平米/月,住宅
广信银兰苑,天河-岗顶-石牌东路137号,47903,1996年,70年,2.00,30.0%,1,0.60元/平米/月,住宅
华南理工大学东住宅小区(东一区集),天河-五山-五山路381号,63000,2003年,70年,1.20,30.0%,0,1.20元/平米/月,住宅
华南理工大学东住宅小区(辽河路),天河-五山-五山路450号,68500,2000年,70年,1.20,30.0%,1,0.80元/平米/月,住宅
广东省科技干部学院宿舍,天河-五山-科华街351号,42600,2005年,70年,2.00,35.0%,1,1.70元/平米/月,住宅
广东省农科院东住宅A区,天河-五山-金颖东一街2号,54828,2015年,70年,2.10,25.0%,1,1.00元/平米/月,住宅
华翠苑(天河),天河-沙河-龙岗路6号,25800,1997年,70年,3.00,45.0%,1,0.50元/平米/月,住宅
工艺大院,天河-体育西路-天河直街103号,42000,1996年,70年,1.25,23.0%,1,1.00元/平米/月,住宅
华景新城福门阁,天河-天河公园-华景路120-126号,46800,1998年,70年,1.50,43.0%,1,0.80元/平米/月,住宅
鸿景楼,天河-天河公园-粤生街80-86号,46336,1996年,70年,1.50,43.0%,1,0.60元/平米/月,住宅
红十字会医院宿舍,天河-东圃-东圃大马路,28800,1991年,70年,5.00,10.0%,1,0.50元/平米/月,住宅
佛奥广场,天河-珠江新城西-金穗路5号,47600,2013年,70年,3.50,30.0%,1,6.50元/平米/月,住宅
凤凰公司宿舍,天河-龙洞-天源路,24400,1999年,70年,1.20,80.0%,1,1.00元/平米/月,住宅
风行牛奶公司宿舍,天河-沙太南-沙太南路352号,21200,1996年,70年,2.10,27.69%,1,0.60元/平米/月,住宅
东圃供销社宿舍,天河-东圃-东圃大马路23号,21400,1980年,70年,2.00,20.0%,1,0.80元/平米/月,住宅
东圃边检宿舍,天河-东圃-宦溪西路19号,42000,2008年,70年,2.00,35.0%,0,1.00元/平米/月,住宅
电子技术研究所宿舍,天河-粤垦-粤垦路174-178号,30800,2003年,70年,1.50,30.0%,1,0.80元/平米/月,住宅
华景新城翠景园(天河),天河-天河公园-华景路162号,50000,2000年,70年,1.40,30.0%,1,0.80元/平米/月,住宅
城管大队宿舍,天河-华师-天华街50号,34991,2000年,70年,0.80,80.0%,0,0.80元/平米/月,住宅
博雅御轩1号,天河-珠江新城中-兴盛路11号,97000,2011年,70年,11.33,22.29%,1,2.80元/平米/月,住宅
113中学教工宿舍,天河-天河北-五山路93-105号,51700,1998年,70年,2.50,30.0%,1,1.50元/平米/月,住宅
团校宿舍,天河-龙口东-五山路109号,50000,1990年,70年,1.00,20.0%,0,2.00元/平米/月,住宅
广州体育学院宿舍,天河-林和-广州大道中456号,56670,1958年,70年,1.50,20.0%,1,0.80元/平米/月,住宅
勤天E品上馆,天河-天河公园-中山大道西238号,38986,2011年,70年,3.80,30.0%,1,3.80元/平米/月,住宅
建华路小区(天河),天河-员村-建华路1-113号,40898,2002年,70年,1.50,30.0%,0,0.90元/平米/月,住宅
南方电网宿舍,天河-体育中心-天河路118-122号,46200,2006年,70年,2.50,30.0%,1,1.00元/平米/月,住宅
龙口东路192-198号小区,天河-岗顶-龙口东路192-198号,41200,2004年,70年,1.50,30.0%,0,0.90元/平米/月,住宅
天河南街海运小区,天河-体育中心-六运三街,49600,2006年,70年,1.50,30.0%,0,1.20元/平米/月,住宅
龙口西路47号小区,天河-岗顶-龙口西路47号小区,46600,2005年,70年,1.50,30.0%,0,暂无,住宅
广京艺苑,天河-体育中心-水荫四横路11号,23600,2002年,70年,1.50,30.0%,0,0.90元/平米/月,住宅
中科院华南植物研究所,天河-天河客运站-兴科路723号,33533,1998年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
国光小区,天河-岗顶-龙口中路73号,43076,2006年,70年,1.50,30.0%,1,1.00元/平米/月,住宅
广东省贸易学校宿舍,天河-天平架-兴华直街338号,26000,2000年,70年,1.50,30.0%,0,0.90元/平米/月,住宅
商检宿舍,天河-龙口东-龙口西路207号,55000,2001年,70年,2.00,30.0%,0,1.50元/平米/月,住宅
广东省公路勘察规划设计院宿舍,天河-天平架-兴华直街5号,22600,1998年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
伟伦体校宿舍,天河-长兴-长兴路332-336号,34200,2000年,70年,2.80,30.0%,0,0.58元/平米/月,住宅
天信大厦,天河-龙口东-天河东路216号,48200,2012年,70年,2.50,30.0%,0,0.90元/平米/月,住宅
轻工学院宿舍楼,天河-五山-长福路171号,31800,1998年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
黄村东路小区,天河-东圃-黄村东路9号,19000,2000年,70年,1.20,30.0%,0,0.50元/平米/月,住宅
龙口横街31-33号大院,天河-龙口东-龙口横街31号,43400,2010年,70年,1.50,30.0%,0,0.90元/平米/月,住宅
天工大厦,天河-龙怡路-瘦狗岭路569号,28400,2002年,70年,1.40,25.0%,0,0.90元/平米/月,住宅
中科院化学研究所大院,天河-长兴-兴科路368号,38488,1994年,70年,1.00,30.0%,0,0.50元/平米/月,住宅
富力爱丁堡国际公寓,天河-珠江新城西-华利路2号,51909,2007年,40年,6.95,35.0%,1,4.50元/平米/月,商住楼
新光宿舍,天河-东莞庄-东莞庄路136号,18700,1995年,70年,1.50,35.0%,1,0.50元/平米/月,住宅
明月清泉别墅,天河-汇景新城-汇景南路,174754,2011年,70年,1.20,65.0%,0,4.00元/平米/月,别墅
城投珠江天河壹品,天河-棠东-天坤三路,64146,2022年,70年,3.01,35.0%,1,3.00,住宅
华南农业大学六一区教工宿舍,天河-五山-玉泉南路,53673,1983年,70年,1.20,30.0%,1,0.20元/平米/月,住宅
隆德大厦,天河-天河北-天河路371-373号,51496,2006年,40年,2.70,20.0%,1,4.50元/平米/月,商住楼
富力公园28,天河-珠江新城东-马场路28号,60157,1996年,40年,2.00,15.0%,1,0.60元/平米/月,商住楼
力达广场,天河-粤垦-粤垦路619号,23605,2014年,40年,4.90,35.0%,1,5.80元/平米/月,商住楼
林和邨,天河-林和-林和中路,31400,2016年,70年,1.20,30.0%,1,6.00元/平米/月,住宅
华南理工大学红棉苑,天河-五山-五山路381号,63242,1995年,70年,1.50,40.0%,0,0.50元/平米/月,住宅
富力盈力大厦,天河-珠江新城西-华强路3号,29411,2007年,50年,2.50,37.7%,0,3.80元/平米/月,商住楼
华南理工大学凤凰新村小区,天河-五山-五山路381号,65058,2000年,70年,1.50,23.0%,1,1.80元/平米/月,住宅
华南师范大学教工生活区,天河-天河公园-华景路,81197,1995年,70年,2.00,20.0%,1,1.00元/平米/月,住宅
财富世纪广场,天河-珠江新城东-珠江新城海安路13号,40000,2009年,40年,2.50,10.0%,1,1.80元/平米/月,商住楼
瑞安创逸(商住楼),天河-龙口东-天科路,32400,2013年,50年,7.46,30.0%,0,4.00元/平米/月,商住楼
中信广场国际公寓,天河-林和-天河北路230号,57353,1995年,50年,3.80,30.0%,0,7.60元/平米/月,商住楼
家和天曜,天河-珠吉-大淋岗大街,24800,2021年,50年,2.50,45.0%,1,5.60元/平米/月,商住楼
保利中达广场,天河-珠江新城中-兴民路221号,64391,2014年,50年,2.50,30.0%,0,0.90元/平米/月,商住楼
慧源山庄,天河-岑村-岑村公路,51583,2021年,70年,2.58,30.0%,1,3.50元/平米/月,住宅
珠江东境花园(别墅),天河-岑村-东境一街-三街,87301,2019年,70年,0.60,40.0%,1,5.00元/平米/月,别墅
珠光金融城壹号,"天河-东圃-春熙二街2号,4号",56754,2019年,40年,2.50,22.0%,1,5.70元/平米/月,商住楼
珠江颐德公馆(别墅),天河-珠江新城东-花城大道,185322,2014年,70年,0.50,41.0%,1,4.00元/平米/月,别墅
华南理工大学东秀村小区,天河-五山-五山路381号,62000,1996年,70年,2.30,42.0%,1,1.20元/平米/月,住宅
华润天合(别墅),天河-黄村-大灵山路,148797,2019年,70年,0.50,35.0%,1,3.00元/平米/月,别墅
珠光新城国际,天河-珠江新城东-花城大道665号,48848,2014年,50年,6.94,22.9%,1,5.80元/平米/月,商住楼
东山海德公馆,越秀-黄花岗-云鹤北街8号,24200,2015年,70年,3.20,35.0%,0,9.00元/平米/月,住宅
保利中汇广场,天河-林和-林和西路155号,25569,2011年,50年,3.50,25.0%,0,0.90元/平米/月,商住楼
民政局大院(天河),天河-沙河-水荫四横路48-67号,26691,2000年,70年,1.20,30.0%,1,0.85元/平米/月,住宅
和御御公馆,天河-珠江新城东-花城大道770号,53824,2019年,40年,2.50,30.0%,0,0.90元/平米/月,商住楼
广东农工商学院(教工住宅),天河-粤垦-粤垦路198号,35006,1995年,70年,1.50,48.0%,1,0.90元/平米/月,住宅
中人宿舍,天河-天平架-五仙桥街,17241,1994年,70年,1.90,30.0%,1,0.80元/平米/月,住宅
星汇国际大厦,天河-珠江新城西-金穗路8号,49000,2000年,50年,2.50,30.0%,1,1.00元/平米/月,商住楼
金地天河峯睿,天河-棠东-健明五路,67049,2022年,70年,3.30,35.0%,1,2.50,住宅
天健汇,天河-棠下-健明四路,22373,2019年,40年,1.50,30.0%,1,4.90元/平米/月,商住楼
跑马地大厦,天河-珠江新城东-潭村路350号,29200,2015年,50年,2.50,30.0%,0,0.90元/平米/月,商住楼
金地天河公馆(别墅),天河-珠吉-大灵山路,139303,2019年,70年,0.50,35.0%,1,3.80元/平米/月,别墅
天河新天地,天河-天河客运站-天源路,23641,2015年,40年,3.50,50.0%,0,0.90元/平米/月,商住楼
天河云商汇,天河-天河智慧城-华观路,25270,2022年,40年,2.00,30.0%,1,5.00元/平米/月,商住楼
广州远洋运输公司林和直街住宅小区,天河-体育西路-天河直街20-28号,46600,2002年,70年,1.25,30.0%,1,1.00元/平米/月,住宅
威尼国际公寓,天河-林和-林和西路167号,23049,2008年,50年,3.80,33.0%,0,0.90元/平米/月,商住楼
龙湖首开天宸原著(别墅),天河-珠吉-悦景路,127393,2019年,70年,0.50,35.0%,1,2.80元/平米/月,别墅
新一街小区,天河-沙河-沙河顶新一街,22770,1993年,70年,1.50,25.0%,1,0.60元/平米/月,住宅
花生寮小区,天河-沙河-花生寮大街47号,21000,1997年,70年,2.00,20.0%,1,1.00元/平米/月,住宅
华南御景园(别墅),天河-岑村-行云街,58000,2009年,70年,1.10,48.5%,1,0.80元/平米/月,别墅
天俊阁,天河-体育中心-天河路365号,51181,2000年,50年,2.50,30.0%,0,0.90元/平米/月,商住楼
正佳万豪金殿,天河-体育西路-天河路208号,33400,2013年,50年,3.80,30.0%,0,0.90元/平米/月,商住楼
冶金建筑安装有限公司宿舍,天河-五山-金慧街82号,53000,暂无,70年,暂无,暂无,0,暂无,住宅
远洋天骄(商住楼),天河-天河客运站-元岗路68号,16522,2019年,40年,2.37,30.0%,1,3.80元/平米/月,商住楼
天平架公交宿舍,天河-体育中心-兴华路7,23600,1998年,70年,1.20,20.0%,0,0.50元/平米/月,住宅
尚塬颐都汇,天河-沙河-先烈东横路60号,18700,2018年,40年,2.50,30.0%,0,0.90元/平米/月,商住楼
暨南大学华文学院,天河-体育中心-瘦狗岭路,36857,1998年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
广东省外语艺术职业学院宿舍(五山校区),天河-五山-瘦狗岭路463号,41975,1998年,70年,1.50,20.0%,0,暂无,住宅
粮油宿舍,天河-沙太南-广州大道北536号,22187,1998年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
汇金国际金融中心,天河-金融城-黄埔大道中656-660号,44200,2022年,50年,2.50,30.0%,0,0.90元/平米/月,商住楼
国土局宿舍,"天河-天河公园-建中路,近建华路",36400,1998年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
水利学院宿舍,天河-龙口东-天寿路122号,51500,1998年,70年,1.50,20.0%,1,1.00元/平米/月,住宅
元岗公安宿舍,天河-天河客运站-燕岭路600号,29213,2002年,70年,2.20,20.0%,1,1.50元/平米/月,住宅
农科院东区,天河-五山-广园路,50138,2000年,70年,1.32,25.0%,1,0.65元/平米/月,住宅
钢铁研究所,天河-五山-金慧街88号,58064,1985年,70年,0.80,80.0%,1,0.80元/平米/月,住宅
广信红棉阁,天河-体育中心-黄埔大道西189号,39200,1997年,70年,0.80,20.0%,0,2.60元/平米/月,住宅
恒大珺睿,天河-珠江新城东-黄埔大道西128号,49500,2018年,50年,4.95,30.0%,1,5.00元/平米/月,商住楼
土壤研究所大院,天河-长兴-天源路808号,34400,1995年,70年,1.20,20.0%,0,0.50元/平米/月,住宅
合景悦峰,天河-金融城-黄埔大道中660号,32800,2021年,40年,3.64,20.0%,1,0.90元/平米/月,商住楼
先烈东路131号大院,天河-沙河-先烈东路131号,30200,1993年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
建设局宿舍(黄埔大道中),天河-员村-黄埔大道中168号,50500,1998年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
永福正街小区,天河-体育中心-永福正街56号,12400,1995年,70年,1.20,20.0%,0,0.50元/平米/月,住宅
龙岗路公安大院,天河-体育中心-龙岗路72号,26400,2006年,70年,1.50,30.0%,0,1.00元/平米/月,住宅
集装箱宿舍,天河-沙太南-沙太路44号,20600,2002年,70年,0.30,30.0%,0,1.00元/平米/月,住宅
联泰天河YOHO,"天河-天河智慧城-华观南八街11,13号",26400,2015年,40年,2.50,30.0%,0,0.90元/平米/月,商住楼
合景臻颐府,天河-黄村-悦景路,97652,2024年,其它,暂无,暂无,0,暂无,住宅
万科城市之光(新房),黄埔-文冲-大沙东路362号,55000,92-138㎡,"3室户型,4室户型",5184,155052.22㎡,0,3.28元/㎡/月,住宅
中鼎·书院上城,天河-东圃-丰乐北路68号,45000,86-130㎡,"3室户型,4室户型",16500,644600.0㎡,0,3.2元/㎡/月,住宅
广州体育学院教工宿舍,天河-体育西路-广州大道中1268号大院,52000,1998年,70年,1.50,20.0%,0,0.90,住宅
保利天汇(商住楼),天河-小新塘-大观中路120号,32960,2022年,50年,2.50,30.0%,0,0.90,商住楼
嘉裕中心J公馆,天河-珠江新城中-珠江东路18号,94642,2023年,70年,暂无,暂无,0,暂无,住宅
银定塘后街小区,天河-燕塘-银定塘后街3号,18200,2000年,70年,1.20,30.0%,0,暂无,住宅
永福正街128-136号小区,天河-沙河-永福正街128-136号,21000,暂无,70年,暂无,暂无,1,1.00元/平米/月,住宅
侨鑫保利汇景台,天河-汇景新城-汇景路,98309,2024年,70年,暂无,暂无,0,暂无,住宅
广垦天河1号,天河-沙太南-燕园路,21111,暂无,50年,暂无,暂无,0,暂无,商住楼
信达金茂广场,天河-五山-广州大道北920号,32000,46-91㎡,"1室户型,2室户型,商业户型",1399,27633.0㎡,1,暂无,商住楼
林业机械厂住宅小区,天河-龙洞-林业机械厂住宅小区,26000,暂无,其它,暂无,暂无,0,暂无,住宅
沙太南路332号-338号宿舍,天河-沙太南-沙太南路332号-338号,35000,暂无,其它,暂无,暂无,0,暂无,住宅
绿荫阁,天河-沙河-水荫路125号,36200,暂无,其它,暂无,暂无,0,暂无,住宅
合景臻颐府(新房),天河-黄村-悦景路奥体中心北侧,100000,191-349㎡,4室户型,315,50379.0㎡,0,10.29元/㎡/月,住宅
纵横花园,天河-东圃-黄村东路22-36号,28400,2007年,70年,3.40,30.0%,1,1.00元/平米/月,住宅
珠委小区,天河-天河北-沾益直街13-17号(单号),60500,1996年,70年,2.00,35.0%,1,0.60元/平米/月,住宅
珠江新城迎龙苑,天河-黄埔大道西-海业路2号,38000,2014年,70年,1.20,30.0%,1,2.80元/平米/月,住宅
中人小区,天河-长湴-中成路324号,21200,2001年,70年,1.20,12.0%,1,0.80元/平米/月,住宅
武警边防大院,天河-棠下-大片路41号,36200,2003年,70年,1.50,25.0%,1,2.80元/平米/月,住宅
武警二支队家属区,天河-龙口东-龙口东路68号,20200,2010年,70年,1.50,30.0%,0,0.90元/平米/月,住宅
文苑花园(天河),天河-天河北-龙口西路554号,40000,1998年,70年,2.80,28.0%,1,0.60元/平米/月,住宅
长运小区,天河-沙河-先烈东二横路13-37号,25200,1996年,70年,1.50,30.0%,0,0.60元/平米/月,住宅
五仙侨地质大队小区,天河-沙太南-五仙桥街,20400,1995年,70年,2.00,30.0%,1,0.60元/平米/月,住宅
武术馆宿舍,天河-林和-沾益直街168号,55000,2012年,70年,1.20,30.0%,1,0.50元/平米/月,住宅
五山小区,天河-天河北-后天河北石牌街,47200,1998年,70年,3.50,45.0%,1,0.50元/平米/月,住宅
五山综合大楼,天河-五山-岳洲路55号,33200,1998年,70年,2.00,25.0%,1,0.80元/平米/月,住宅
振东花苑,天河-东圃-荔苑路146号,25200,2001年,70年,2.50,10.0%,0,0.60元/平米/月,住宅
五所社区,天河-五山-东莞庄路112号,22800,2003年,70年,1.20,15.0%,1,0.60元/平米/月,住宅
物资局宿舍,天河-沙河-先烈东横路42号,23286,2002年,70年,1.20,10.0%,1,0.70元/平米/月,住宅
长兴大厦,天河-长湴-长湴东路75号,38200,2005年,70年,3.00,10.0%,1,0.75元/平米/月,住宅
五山路大院,天河-华师-五山路,48300,1998年,70年,3.50,32.0%,1,1.00元/平米/月,住宅
伟城花苑,天河-员村-伟诚街13号,32800,2000年,70年,2.50,30.0%,1,0.80元/平米/月,住宅
伟腾嘉逸宽派,天河-东莞庄-伟逸街8号,33800,2007年,70年,3.49,30.0%,0,0.90元/平米/月,住宅
云华楼,天河-沙太南-牛利岗大街,22800,1993年,70年,1.00,40.0%,1,0.40元/平米/月,住宅
长大公路宿舍,天河-体育西路-广州大道中,25000,2005年,70年,1.20,30.0%,0,0.50元/平米/月,住宅
云龙苑,天河-沙河-江园街128号,23600,1999年,70年,2.50,20.0%,1,0.50元/平米/月,住宅
