小区名字,小区地址,均价,容积率,绿化率,有无停车位,物业费,物业类型
善庆邨,天河-棠下-涌东路3-7号,20655,2.50,34.0%,0,0.80元/平米/月,住宅
濂泉西路95号大院,天河-沙河-濂泉西路95号,23600,2.50,35.0%,1,0.60元/平米/月,住宅
中明大厦,天河-岗顶-龙口西路100号,52000,1.10,35.0%,1,2.30元/平米/月,住宅
武术馆宿舍,天河-林和-沾益直街168号,55000,1.20,30.0%,1,0.50元/平米/月,住宅
泰然居,天河-天河公园-黄埔大道中179号,40068,1.50,20.0%,1,0.50元/平米/月,住宅
禺东西路40号大院,天河-沙河-禺东西路40号,27800,1.20,30.0%,1,0.80元/平米/月,住宅
一汽宿舍,天河-东圃-圃兴路69号,26600,2.00,20.0%,1,0.50元/平米/月,住宅
天河交警宿舍,天河-天河公园-黄埔大道中201号,25400,3.00,30.0%,0,0.50元/平米/月,住宅
润寿小区,天河-天河北-天寿路22-26号,43600,2.00,12.0%,0,0.70元/平米/月,住宅
新概念电脑城,天河-岗顶-天河路552-558号,28800,3.00,30.0%,1,0.90元/平米/月,住宅
濂泉路42号大院,天河-沙河-濂泉路42号,24000,2.20,32.0%,0,0.80元/平米/月,住宅
联发名苑,天河-粤垦-粤垦路490-494号,29176,1.50,20.0%,1,0.70元/平米/月,住宅
老干中心大院,天河-长兴-长兴路291-293号,29800,1.50,20.0%,1,1.00元/平米/月,住宅
绿韵阁,天河-燕塘-燕塘路35号,26600,1.50,19.0%,1,0.60元/平米/月,住宅
广运楼,天河-天河公园-中山大道西138号,18100,1.20,30.0%,0,0.50元/平米/月,住宅
国土资源厅宿舍,天河-员村-翠华街27号,48200,2.70,24.0%,0,0.60元/平米/月,住宅
龙口东煤气公司宿舍,天河-天河北-龙口东路201号,53472,1.20,46.0%,0,0.80元/平米/月,住宅
广东建科院宿舍,天河-沙河-先烈东路121号,39600,1.20,20.0%,1,0.70元/平米/月,住宅
聚龙阁,天河-天河北-龙口西路219号,56584,2.50,30.0%,1,1.98元/平米/月,住宅
华南理工大学东住宅小区(辽河路),天河-五山-五山路450号,68500,1.20,30.0%,1,0.80元/平米/月,住宅
广东省科技干部学院宿舍,天河-五山-科华街351号,42600,2.00,35.0%,1,1.70元/平米/月,住宅
广东省农科院东住宅A区,天河-五山-金颖东一街2号,59235,2.10,25.0%,1,1.00元/平米/月,住宅
岗顶劳动局宿舍,天河-岗顶-石牌东路117号,34800,2.00,20.0%,0,0.90元/平米/月,住宅
凯利广场,天河-黄埔大道西-黄埔大道西874号,43600,2.50,30.0%,1,1.20元/平米/月,住宅
农垦总局大院,天河-粤垦-粤垦路88号,45400,2.00,50.0%,1,0.80元/平米/月,住宅
农机所研究小区,天河-龙怡路-龙口东310号,48859,2.90,35.0%,1,0.90元/平米/月,住宅
先烈东二横路11号大院,天河-沙河-先烈东二横路11号,26041,1.20,32.0%,0,1.20元/平米/月,住宅
海景中心,天河-天河公园-黄埔大道中144号,40578,4.68,15.0%,1,1.00元/平米/月,住宅
龙口中路小区,天河-龙口东-龙口中路,50514,2.60,32.0%,1,1.00元/平米/月,住宅
龙熹苑,天河-棠下-科韵路,26400,1.20,33.0%,1,3.00元/平米/月,住宅
海棠阁(天河),天河-天河北-林和东路122-124号,57500,1.10,25.0%,0,1.40元/平米/月,住宅
广利路小区,天河-体育西路-广利路19号,45200,2.10,10.0%,0,0.80元/平米/月,住宅
广厦居小区,天河-员村-黄埔大道中239号,42000,2.50,32.0%,1,1.15元/平米/月,住宅
绿茵居,天河-天河公园-华景路53-55号,40200,3.20,46.0%,1,1.20元/平米/月,住宅
广本宿舍,天河-岗顶-石牌东路237-245号,40830,1.50,10.0%,1,0.60元/平米/月,住宅
工艺大院,天河-体育西路-天河直街103号,42000,1.25,23.0%,1,1.00元/平米/月,住宅
嘉德利湾,天河-沙太南-沙太南路20号,31874,2.10,30.0%,1,1.80元/平米/月,住宅
汇富花园,天河-粤垦-燕都路34-42号,41358,2.00,15.0%,1,0.80元/平米/月,住宅
华翠苑(天河),天河-沙河-龙岗路6号,25800,3.00,45.0%,1,0.50元/平米/月,住宅
红十字会医院宿舍,天河-东圃-东圃大马路,28800,5.00,10.0%,1,0.50元/平米/月,住宅
华景新城福门阁,天河-天河公园-华景路120-126号,46800,1.50,43.0%,1,0.80元/平米/月,住宅
东圃供销社宿舍,天河-东圃-东圃大马路23号,21400,2.00,20.0%,1,0.80元/平米/月,住宅
东圃法院宿舍,天河-东圃-宦溪西路63-65号,42800,2.60,35.0%,0,0.70元/平米/月,住宅
电信科研所宿舍,天河-天河公园-中山大道西111号,54357,2.10,33.0%,0,0.90元/平米/月,住宅
城管大队宿舍,天河-华师-天华街50号,35168,0.80,80.0%,0,0.80元/平米/月,住宅
边防总局机关大院,天河-体育西路-天河路156号,46600,1.50,20.0%,1,1.00元/平米/月,住宅
华景新城翠景园(天河),天河-天河公园-华景路162号,50000,1.40,30.0%,1,0.80元/平米/月,住宅
113中学教工宿舍,天河-天河北-五山路93-105号,51700,2.50,30.0%,1,1.50元/平米/月,住宅
蚕种所宿舍,天河-五山-科华街251号,46200,2.00,30.0%,1,1.50元/平米/月,住宅
建华路小区(天河),天河-员村-建华路1-113号,40896,1.50,30.0%,0,0.90元/平米/月,住宅
南方电网宿舍,天河-体育中心-天河路118-122号,46200,2.50,30.0%,1,1.00元/平米/月,住宅
龙口东路192-198号小区,天河-岗顶-龙口东路192-198号,41200,1.50,30.0%,0,0.90元/平米/月,住宅
广东省贸易学校宿舍,天河-天平架-兴华直街338号,26000,1.50,30.0%,0,0.90元/平米/月,住宅
沙和路江屋竹园,天河-天平架-沙河路20号,25000,2.10,12.0%,0,0.90元/平米/月,住宅
商检宿舍,天河-龙口东-龙口西路207号,55000,2.00,30.0%,0,1.50元/平米/月,住宅
广东省公路勘察规划设计院宿舍,天河-天平架-兴华直街5号,22600,1.50,20.0%,0,0.90元/平米/月,住宅
东莞庄花苑,天河-东莞庄-东莞庄路2号,39600,1.50,30.0%,0,0.90元/平米/月,住宅
龙口横街17-27号小区,天河-龙口东-龙口横街17-27号,43000,1.50,30.0%,0,1.00元/平米/月,住宅
龙口横街31-33号大院,天河-龙口东-龙口横街31号,43400,1.50,30.0%,0,0.90元/平米/月,住宅
天工大厦,天河-龙怡路-瘦狗岭路569号,28400,1.40,25.0%,0,0.90元/平米/月,住宅
明月清泉别墅,天河-汇景新城-汇景南路,186068,1.20,65.0%,0,4.00元/平米/月,别墅
力达广场,天河-粤垦-粤垦路619号,23002,4.90,35.0%,1,5.80元/平米/月,商住楼
东山海德公馆,越秀-黄花岗-云鹤北街8号,24200,3.20,35.0%,0,9.00元/平米/月,住宅
新光宿舍,天河-东莞庄-东莞庄路136号,18700,1.50,35.0%,1,0.50元/平米/月,住宅
恒大珺睿,天河-珠江新城东-黄埔大道西128号,49500,4.95,30.0%,1,5.00元/平米/月,商住楼
富力爱丁堡国际公寓,天河-珠江新城西-华利路2号,54381,6.95,35.0%,1,4.50元/平米/月,商住楼
珠光新城国际,天河-珠江新城东-花城大道665号,52459,6.94,22.9%,1,5.80元/平米/月,商住楼
富力公园28,天河-珠江新城东-马场路28号,63368,2.00,15.0%,1,0.60元/平米/月,商住楼
城投珠江天河壹品,天河-棠东-天坤三路,65064,3.01,35.0%,1,3.00,住宅
华南师范大学教工生活区,天河-天河公园-华景路,81360,2.00,20.0%,1,1.00元/平米/月,住宅
中信广场国际公寓,天河-林和-天河北路230号,59646,3.80,30.0%,0,7.60元/平米/月,商住楼
隆德大厦,天河-天河北-天河路371-373号,51589,2.70,20.0%,1,4.50元/平米/月,商住楼
瑞安创逸(商住楼),天河-龙口东-天科路,32400,7.46,30.0%,0,4.00元/平米/月,商住楼
保利中汇广场,天河-林和-林和西路155号,25784,3.50,25.0%,0,0.90元/平米/月,商住楼
华润天合(别墅),天河-黄村-大灵山路,150892,0.50,35.0%,1,3.00元/平米/月,别墅
民政局大院(天河),天河-沙河-水荫四横路48-67号,24598,1.20,30.0%,1,0.85元/平米/月,住宅
富力盈力大厦,天河-珠江新城西-华强路3号,29411,2.50,37.7%,0,3.80元/平米/月,商住楼
珠江颐德公馆(别墅),天河-珠江新城东-花城大道,198530,0.50,41.0%,1,4.00元/平米/月,别墅
华南理工大学凤凰新村小区,天河-五山-五山路381号,65296,1.50,23.0%,1,1.80元/平米/月,住宅
华南农业大学六一区教工宿舍,天河-五山-玉泉南路,55354,1.20,30.0%,1,0.20元/平米/月,住宅
财富世纪广场,天河-珠江新城东-珠江新城海安路13号,40000,2.50,10.0%,1,1.80元/平米/月,商住楼
星汇国际大厦,天河-珠江新城西-金穗路8号,49000,2.50,30.0%,1,1.00元/平米/月,商住楼
元岗公安宿舍,天河-天河客运站-燕岭路600号,29213,2.20,20.0%,1,1.50元/平米/月,住宅
林和邨,天河-林和-林和中路,31400,1.20,30.0%,1,6.00元/平米/月,住宅
新一街小区,天河-沙河-沙河顶新一街,22770,1.50,25.0%,1,0.60元/平米/月,住宅
华南理工大学红棉苑,天河-五山-五山路381号,63566,1.50,40.0%,0,0.50元/平米/月,住宅
华南理工大学东秀村小区,天河-五山-五山路381号,62000,2.30,42.0%,1,1.20元/平米/月,住宅
金地天河峯睿,天河-棠东-健明五路,67782,3.30,35.0%,1,2.50,住宅
中人宿舍,天河-天平架-五仙桥街,17241,1.90,30.0%,1,0.80元/平米/月,住宅
和御御公馆,天河-珠江新城东-花城大道770号,51286,2.50,30.0%,0,0.90元/平米/月,商住楼
慧源山庄,天河-岑村-岑村公路,51816,2.58,30.0%,1,3.50元/平米/月,住宅
花生寮小区,天河-沙河-花生寮大街47号,21000,2.00,20.0%,1,1.00元/平米/月,住宅
跑马地大厦,天河-珠江新城东-潭村路350号,29200,2.50,30.0%,0,0.90元/平米/月,商住楼
农科院东区,天河-五山-广园路,48512,1.32,25.0%,1,0.65元/平米/月,住宅
广信红棉阁,天河-体育中心-黄埔大道西189号,39200,0.80,20.0%,0,2.60元/平米/月,住宅
天河新天地,天河-天河客运站-天源路,23558,3.50,50.0%,0,0.90元/平米/月,商住楼
珠光金融城壹号,"天河-东圃-春熙二街2号,4号",58721,2.50,22.0%,1,5.70元/平米/月,商住楼
华南御景园(别墅),天河-岑村-行云街,58000,1.10,48.5%,1,0.80元/平米/月,别墅
广州远洋运输公司林和直街住宅小区,天河-体育西路-天河直街20-28号,46600,1.25,30.0%,1,1.00元/平米/月,住宅
龙湖首开天宸原著(别墅),天河-珠吉-悦景路,125000,0.50,35.0%,1,2.80元/平米/月,别墅
天俊阁,天河-体育中心-天河路365号,51181,2.50,30.0%,0,0.90元/平米/月,商住楼
保利中达广场,天河-珠江新城中-兴民路221号,71682,2.50,30.0%,0,0.90元/平米/月,商住楼
金地天河公馆(别墅),天河-珠吉-大灵山路,139303,0.50,35.0%,1,3.80元/平米/月,别墅
集装箱宿舍,天河-沙太南-沙太路44号,20600,0.30,30.0%,0,1.00元/平米/月,住宅
威尼国际公寓,天河-林和-林和西路167号,23073,3.80,33.0%,0,0.90元/平米/月,商住楼
正佳万豪金殿,天河-体育西路-天河路208号,33400,3.80,30.0%,0,0.90元/平米/月,商住楼
远洋天骄(商住楼),天河-天河客运站-元岗路68号,16522,2.37,30.0%,1,3.80元/平米/月,商住楼
天健汇,天河-棠下-健明四路,22308,1.50,30.0%,1,4.90元/平米/月,商住楼
天河云商汇,天河-天河智慧城-华观路,25278,2.00,30.0%,1,5.00元/平米/月,商住楼
暨南大学华文学院,天河-体育中心-瘦狗岭路,36857,1.50,20.0%,0,0.90元/平米/月,住宅
华景里理想地公寓,天河-天河公园-景邮路12号,34800,2.50,30.0%,0,0.90元/平米/月,商住楼
国土局宿舍,"天河-天河公园-建中路,近建华路",36400,1.50,20.0%,0,0.90元/平米/月,住宅
合景悦峰,天河-金融城-黄埔大道中660号,32800,3.64,20.0%,1,0.90元/平米/月,商住楼
汇金国际金融中心,天河-金融城-黄埔大道中656-660号,44200,2.50,30.0%,0,0.90元/平米/月,商住楼
珠江东境花园(别墅),天河-岑村-东境一街-三街,84000,0.60,40.0%,1,5.00元/平米/月,别墅
天平架公交宿舍,天河-体育中心-兴华路7,23600,1.20,20.0%,0,0.50元/平米/月,住宅
联泰天河YOHO,"天河-天河智慧城-华观南八街11,13号",26400,2.50,30.0%,0,0.90元/平米/月,商住楼
粮油宿舍,天河-沙太南-广州大道北536号,22259,1.50,20.0%,0,0.90元/平米/月,住宅
尚塬颐都汇,天河-沙河-先烈东横路60号,18700,2.50,30.0%,0,0.90元/平米/月,商住楼
土壤研究所大院,天河-长兴-天源路808号,34400,1.20,20.0%,0,0.50元/平米/月,住宅
广东农工商学院(教工住宅),天河-粤垦-粤垦路198号,32051,1.50,48.0%,1,0.90元/平米/月,住宅
钢铁研究所,天河-五山-金慧街88号,59569,0.80,80.0%,1,0.80元/平米/月,住宅
先烈东路131号大院,天河-沙河-先烈东路131号,30200,1.50,20.0%,0,0.90元/平米/月,住宅
建设局宿舍(黄埔大道中),天河-员村-黄埔大道中168号,50500,1.50,20.0%,0,0.90元/平米/月,住宅
永福正街小区,天河-体育中心-永福正街56号,12400,1.20,20.0%,0,0.50元/平米/月,住宅
龙岗路公安大院,天河-体育中心-龙岗路72号,26400,1.50,30.0%,0,1.00元/平米/月,住宅
水利学院宿舍,天河-龙口东-天寿路122号,51500,1.50,20.0%,1,1.00元/平米/月,住宅
广东省外语艺术职业学院宿舍(五山校区),天河-五山-瘦狗岭路463号,41975,1.50,20.0%,0,暂无,住宅
合景臻颐府,天河-黄村-悦景路,100000,暂无,暂无,0,暂无,住宅
万科城市之光(新房),黄埔-文冲-大沙东路362号,55000,5184,155052.22㎡,0,3.28元/㎡/月,住宅
中鼎·书院上城,天河-东圃-丰乐北路68号,45000,16500,644600.0㎡,0,3.2元/㎡/月,住宅
广州体育学院教工宿舍,天河-体育西路-广州大道中1268号大院,52000,1.50,20.0%,0,0.90,住宅
鳌鱼岗社区,天河-燕塘-鳌鱼岗一巷7号,22600,1.20,暂无,1,1.00,住宅
嘉裕中心J公馆,天河-珠江新城中-珠江东路18号,94357,暂无,暂无,0,暂无,住宅
永福正街128-136号小区,天河-沙河-永福正街128-136号,21000,暂无,暂无,1,1.00元/平米/月,住宅
广州大道北85号大院,天河-天平架-广州大道北85号,19000,暂无,暂无,1,1.00元/平米/月,住宅
保利天汇(商住楼),天河-小新塘-大观中路120号,32773,2.50,30.0%,0,0.90,商住楼
银定塘后街小区,天河-燕塘-银定塘后街3号,18200,1.20,30.0%,0,暂无,住宅
侨鑫保利汇景台,天河-汇景新城-汇景路,126298,暂无,暂无,0,暂无,住宅
广垦天河1号,天河-沙太南-燕园路,20000,暂无,暂无,0,暂无,商住楼
信达金茂广场,天河-五山-广州大道北920号,32000,1399,27633.0㎡,1,暂无,商住楼
广州大道北200-202号小区,天河-天平架-广州大道北,23600,暂无,暂无,0,暂无,住宅
四航局机电公司大院,天河-沙河-广州大道北57号,27726,1.50,30.0%,0,0.90,住宅
龙岗路小区,天河-沙河-龙岗路4号,19100,1.20,30.0%,0,0.50元/平米/月,住宅
寓见里,天河-东圃-东尚街1号,10300,暂无,暂无,0,暂无,住宅
合景臻颐府(新房),天河-黄村-悦景路奥体中心北侧,100000,315,50379.0㎡,0,10.29元/㎡/月,住宅
锦达信商务大厦,天河-科韵路-中心路19号,25200,暂无,暂无,0,暂无,住宅
绿荫阁,天河-沙河-水荫路125号,36200,暂无,暂无,0,暂无,住宅
广东省农业科学院果树研究所,天河-汇景新城-大丰路,46800,暂无,暂无,0,暂无,住宅
广州大道中1231-1233号小区,天河-沙河-广州大道中1231-1233号,34400,暂无,暂无,1,1.00元/平米/月,住宅
暨南大学真如苑,天河-岗顶-中山大道西84号,57000,暂无,暂无,0,暂无,住宅
东圃书城,天河-东圃-东圃大马路22号,24800,暂无,暂无,0,暂无,住宅
广东舞蹈戏剧职业学院宿舍(天河区),天河-沙河-水荫横路13号,40600,暂无,暂无,1,1.00元/平米/月,住宅
科韵大厦,天河-科韵路-科韵路116号,35600,暂无,暂无,0,暂无,住宅
甘园路99-2号小区,天河-天平架-甘园路99-2号,25000,暂无,暂无,1,1.00元/平米/月,住宅
私立华联学院小区,天河-小新塘-合景路,39000,暂无,暂无,0,暂无,住宅
空军干休所(天河),天河-体育西路-悦新街7号,48200,暂无,暂无,0,暂无,住宅
广东法官学院宿舍,天河-岗顶-龙口东路29号,41200,暂无,暂无,1,1.00元/平米/月,住宅
消防总队经济适用房,天河-棠东-健明五路,37800,暂无,暂无,0,暂无,住宅
广东省电子商务技师学院宿舍,天河-小新塘-大观街,12300,暂无,暂无,0,暂无,住宅
丝源大厦,天河-华师-科华街73号,33200,暂无,暂无,0,暂无,商住楼
珠江新城消防宿舍,天河-体育西路-穗福街1号,45200,暂无,暂无,1,1.00元/平米/月,住宅
沙泉大街小区,天河-沙河-沙泉大街7号,24200,暂无,暂无,0,暂无,住宅
广园路公路工程公司宿舍,天河-沙河-广园路,24200,暂无,暂无,0,暂无,住宅
御晖苑(商住楼),天河-林和-合晖街200号,36600,暂无,暂无,0,暂无,商住楼
公路局宿舍(天河区),天河-沙河-水荫四横路3号,25600,暂无,暂无,1,1.00,住宅
天信小区,天河-龙口西-龙口西路59号,46000,暂无,暂无,0,暂无,住宅
黄埔大道西485号小区,天河-岗顶-黄埔大道西485号,35800,暂无,暂无,0,暂无,住宅
冶金建筑安装有限公司宿舍,天河-五山-金慧街82号,53000,暂无,暂无,0,暂无,住宅
中山大学附属第三人民医院宿舍,天河-岗顶-朝阳北大街,42800,暂无,暂无,1,1.00,住宅
先烈东横路41-47号大院,天河-沙河-先烈东横路41-47号,19200,暂无,暂无,1,1.00,住宅
广和路15号-19号大院,天河-体育西路-广和路15号-19号,23800,暂无,暂无,1,1.00,住宅
水务局宿舍,天河-龙怡路-龙口中一街,24200,暂无,暂无,1,1.00,住宅
沙和路26号小区,天河-天平架-沙和路26号,20200,暂无,暂无,0,暂无,住宅
棠东丰华街自建房,天河-棠东-丰华街5号-21号,23600,暂无,暂无,1,1.00,住宅
侨源新村,天河-燕塘-燕都路44-52号,24000,暂无,暂无,0,暂无,住宅
家和天曜,天河-珠吉-大淋岗大街,24800,2.50,45.0%,1,5.60元/平米/月,商住楼
东圃中学宿舍,天河-东圃-中山大道,32400,2.60,35.0%,0,暂无,住宅
珠委小区,天河-天河北-沾益直街13-17号(单号),60500,2.00,35.0%,1,0.60元/平米/月,住宅
武警二支队家属区,天河-龙口东-龙口东路68号,20200,1.50,30.0%,0,0.90元/平米/月,住宅
长兴大厦,天河-长湴-长湴东路75号,38200,3.00,10.0%,1,0.75元/平米/月,住宅
纵横花园,天河-东圃-黄村东路22-36号,28400,3.40,30.0%,1,1.00元/平米/月,住宅
珠江新城迎龙苑,天河-黄埔大道西-海业路2号,38000,1.20,30.0%,1,2.80元/平米/月,住宅
中人小区,天河-长湴-中成路324号,21200,1.20,12.0%,1,0.80元/平米/月,住宅
五山小区,天河-天河北-后天河北石牌街,47200,3.50,45.0%,1,0.50元/平米/月,住宅
云华楼,天河-沙太南-牛利岗大街,22800,1.00,40.0%,1,0.40元/平米/月,住宅
五仙侨地质大队小区,天河-沙太南-五仙桥街,20400,2.00,30.0%,1,0.60元/平米/月,住宅
天英阁,天河-体育西路-体育西路130号,62500,2.00,30.0%,1,1.80元/平米/月,住宅
天韵阁,天河-科韵路-黄埔大道中279-285号,32400,2.40,25.0%,1,0.40元/平米/月,住宅
武警边防大院,天河-棠下-大片路41号,36200,1.50,25.0%,1,2.80元/平米/月,住宅
五山综合大楼,天河-五山-岳洲路55号,33200,2.00,25.0%,1,0.80元/平米/月,住宅
桐油岗小区,天河-沙河-桐油岗36号,22400,1.20,20.0%,1,0.80元/平米/月,住宅
云龙苑,天河-沙河-江园街128号,23600,2.50,20.0%,1,0.50元/平米/月,住宅
田新小区,天河-天河北-先烈东横路36号,25000,1.50,30.0%,1,1.70元/平米/月,住宅
长大公路宿舍,天河-体育西路-广州大道中,25000,1.20,30.0%,0,0.50元/平米/月,住宅
粤和花园,天河-天河公园-棠石路,19200,2.50,30.0%,1,2.80元/平米/月,住宅
陶庄公安宿舍,天河-沙太南-石鼓岭24号,21400,3.00,30.0%,1,0.50元/平米/月,住宅
棠新小区,天河-天河公园-荷光路38号,51500,2.00,38.0%,0,1.00元/平米/月,住宅
天隆花园,天河-天河北-车陂路71号,31200,1.50,18.0%,1,1.50元/平米/月,住宅
天顺阁,天河-天河北-天河东路226号,55000,2.10,30.0%,1,1.95元/平米/月,住宅
天福居,天河-沙河-沙河西街32号,21400,1.10,35.0%,0,1.50元/平米/月,住宅
体育东横街小区,天河-体育西路-体育东横街,45800,2.60,30.0%,1,0.80元/平米/月,住宅
体育东铁路局宿舍,天河-体育中心-体育东路,48000,2.50,30.0%,1,0.75元/平米/月,住宅
颖康阁,天河-员村-康湖大街105号,37600,1.20,12.0%,1,1.30元/平米/月,住宅
颖福苑,天河-员村-南富大街68号,24200,1.80,40.0%,1,3.00元/平米/月,住宅
迎翠春庭小区,天河-棠下-棠德南路2-24号,29400,2.50,35.0%,1,0.56元/平米/月,住宅
同乐花苑,天河-天河公园-荷光路58-74号,21600,2.70,30.0%,0,0.40元/平米/月,住宅
天兴阁,天河-天河北-天河北路450号,46200,2.50,25.0%,0,2.00元/平米/月,住宅
天河药检所住宅小区,天河-棠下-荷光路104号,25200,1.50,30.0%,0,0.90元/平米/月,住宅
园丁苑,天河-东圃-园丁路1号,32600,2.30,18.0%,1,0.80元/平米/月,住宅
天河街小区,天河-体育西路-天河街,48200,2.00,28.0%,1,0.80元/平米/月,住宅
棠安苑,天河-车陂-棠安路125号,18700,1.10,30.0%,1,0.80元/平米/月,住宅
天蕙阁,天河-天河北-体育西路131号之二,61500,2.00,20.0%,1,1.20元/平米/月,住宅
天府路小区,天河-天河公园-天府路125-137号,29800,3.00,30.0%,1,1.00元/平米/月,住宅
颐和四季公馆,天河-东莞庄-瘦狗岭路413号,47800,8.48,30.0%,1,2.80元/平米/月,住宅
顺景台,天河-天河公园-华翠街98号,48200,2.50,25.0%,1,1.20元/平米/月,住宅
新悦楼(天河),天河-车陂-中横路二巷11号,19100,1.50,20.0%,1,1.20元/平米/月,住宅
石油大学家属楼,天河-沙太南-沙太南路169号,38400,1.20,35.0%,1,0.50元/平米/月,住宅
水利大院,天河-天河北-天寿路116号,41200,2.00,30.0%,1,0.80元/平米/月,住宅
怡安苑,天河-中山大道-荷光路,16600,1.20,30.0%,1,0.50元/平米/月,住宅
天河路建行宿舍,天河-岗顶-天河路,47200,1.20,30.0%,1,3.00元/平米/月,住宅
万芳园,"天河-员村-员村二横路7号,9号",39000,1.20,30.0%,0,0.50元/平米/月,住宅
员村四横路4号大院,天河-员村-员村四横路4号,36600,1.20,20.0%,1,0.50元/平米/月,住宅
天平架大院,天河-沙河-沙太路,21600,1.50,20.0%,0,1.20元/平米/月,住宅
员村西街7号大院,天河-员村-员村西街7号,48100,1.50,20.0%,0,0.90元/平米/月,住宅
天河南二路小区,天河-体育西路-天河南二路,48100,2.40,30.0%,0,0.68元/平米/月,住宅
禺东西路小区,天河-沙河-禺东西路54号,24400,1.50,20.0%,1,0.60元/平米/月,住宅
天河环卫局宿舍,天河-岗顶-石牌东路75号,41000,1.80,20.0%,1,0.90元/平米/月,住宅
一处春大厦,天河-沙河-先烈东路316号,34400,2.50,35.0%,1,0.60元/平米/月,住宅
司法局宿舍(天河),天河-天河北-龙口东路200-206号,62250,1.50,15.0%,1,1.40元/平米/月,住宅
瘦狗岭小区,天河-粤垦-瘦狗岭路9号,26600,1.50,20.0%,0,0.90元/平米/月,住宅
顺景楼(天河),天河-员村-员村二横路,24800,1.50,17.0%,1,0.40元/平米/月,住宅
天河路33号大院,天河-岑村-天河路33号,48200,1.50,13.0%,0,0.80元/平米/月,住宅
石牌西路武警大院,天河-岗顶-石牌西路,27600,2.30,25.0%,0,0.90元/平米/月,住宅
诗书楼,天河-东圃-桃园西路,18100,1.20,20.0%,0,0.50元/平米/月,住宅
省建材机械厂宿舍区,天河-岑村-苏庄大街100号,24000,3.00,30.0%,1,0.50元/平米/月,住宅
馨晖园,天河-东莞庄-东莞庄一横路120-132号,55500,2.50,34.0%,1,1.00元/平米/月,住宅
沙河大街小区,天河-沙河-沙河大街,19100,1.20,30.0%,0,0.80元/平米/月,住宅
上江屋村,天河-天河北-沙和路,19400,1.20,35.0%,1,1.20元/平米/月,住宅
社会福利院宿舍,天河-龙洞-龙湖路233号,32400,1.20,30.0%,0,1.00元/平米/月,住宅
省消防总队宿舍,天河-五山-瘦狗岭路491号,38400,1.50,30.0%,1,0.50元/平米/月,住宅
尚河居,天河-体育西路-广利路85号,54000,2.40,40.0%,1,1.90元/平米/月,住宅
先烈东路254号大院,天河-沙河-先烈东路254号,20800,1.20,20.0%,1,0.50元/平米/月,住宅
农业干部学院宿舍,天河-五山-科华街273号,20000,2.00,26.0%,1,1.80元/平米/月,住宅
力迅T,天河-员村-翠湖街,71500,5.93,37.0%,1,3.80元/平米/月,住宅
丽晴轩,天河-东莞庄-东莞庄路21号,57500,4.23,42.0%,1,1.80元/平米/月,住宅
林机场宿舍,天河-龙洞-天源路,20800,1.20,40.0%,0,0.50元/平米/月,住宅
千禧花园,天河-天河客运站-中元路,29600,1.60,41.0%,1,1.00元/平米/月,住宅
龙岗路18号大院,天河-沙河-龙岗路18号,24600,1.20,20.0%,1,0.40元/平米/月,住宅
南铁华庭,天河-五山-汇苑街1-13号,17500,2.50,20.0%,1,1.60元/平米/月,住宅
长运小区,天河-沙河-先烈东二横路13-37号,25200,1.50,30.0%,0,0.60元/平米/月,住宅
伟城花苑,天河-员村-伟诚街13号,32800,2.50,30.0%,1,0.80元/平米/月,住宅
振东花苑,天河-东圃-荔苑路146号,25200,2.50,10.0%,0,0.60元/平米/月,住宅
物资局宿舍,天河-沙河-先烈东横路42号,23200,1.20,10.0%,1,0.70元/平米/月,住宅
五山路大院,天河-华师-五山路,48300,3.50,32.0%,1,1.00元/平米/月,住宅
伟腾嘉逸宽派,天河-东莞庄-伟逸街8号,33800,3.49,30.0%,0,0.90元/平米/月,住宅
五所社区,天河-五山-东莞庄路112号,22800,1.20,15.0%,1,0.60元/平米/月,住宅
文苑花园(天河),天河-天河北-龙口西路554号,40000,2.80,28.0%,1,0.60元/平米/月,住宅
天雅阁,天河-天河北-龙口西路558-574号(单号),45400,3.00,15.0%,1,0.60元/平米/月,住宅
天丰阁,天河-天河北-天河东路452号,50000,2.50,20.0%,1,1.95元/平米/月,住宅
体育东市场,天河-石牌-体育东横街39-43号,30800,1.50,30.0%,0,0.90元/平米/月,住宅
天河财政局宿舍,天河-科韵路-黄埔大道中工业园建华路,38600,1.50,20.0%,1,1.20元/平米/月,住宅
员村三横路5号大院,天河-员村-员村三横路,27400,2.30,32.0%,0,0.50元/平米/月,住宅
宇立轩,天河-员村-员村三横路,45800,4.00,25.0%,1,0.50元/平米/月,住宅
员村新街小区,天河-员村-员村新街,29400,2.30,35.0%,0,0.60元/平米/月,住宅
员村街道办事处宿舍,天河-员村-员村新街7号,23200,2.30,32.0%,0,0.80元/平米/月,住宅
天华苑,天河-华师-新华街20号,45000,0.80,20.0%,1,0.60元/平米/月,住宅
体育村小区,天河-天河北-天河北街3号,51500,2.50,30.0%,1,1.90元/平米/月,住宅
天河区党校宿舍,天河-天河北-龙口西路571号,51500,2.00,30.0%,0,1.20元/平米/月,住宅
探矿厂宿舍,天河-天河北-广州大道北880号,28200,1.90,30.0%,1,0.60元/平米/月,住宅
怡东苑,天河-东圃-中山大道中290号,18100,1.50,10.0%,1,0.60元/平米/月,住宅
泰安花园,天河-棠东-泰安北路140号,30000,1.33,45.0%,1,1.00元/平米/月,住宅
