小区名字,小区地址,均价,容积率,绿化率,有无停车位,物业费,物业类型
环境检测局小区,荔湾-芳村-芳村大道东100号,20800,1.20,30.0%,1,3.00元/平米/月,住宅
广信桥东大厦,荔湾-滘口-芳村大道西277号,19600,2.51,10.0%,1,2.00元/平米/月,住宅
钢琴厂宿舍,荔湾-芳村-镇南大街1号,21000,1.50,20.0%,0,1.00元/平米/月,住宅
剑兰大厦,荔湾-芳村-浣花西路71号,23800,2.00,12.0%,1,3.50元/平米/月,住宅
金龙大厦(荔湾),荔湾-站前路-黑山三街26号,25800,3.50,21.0%,1,3.50元/平米/月,住宅
华深楼,荔湾-芳村-芳村大道,28800,1.50,20.0%,1,0.50元/平米/月,住宅
加怡大厦,荔湾-芳村-芳村大道163号,25400,2.50,20.0%,1,1.00元/平米/月,住宅
环市西路大院,荔湾-环市西-环市西路,21600,2.36,12.6%,1,暂无,住宅
广州市水磨石厂宿舍大楼,荔湾-芳村-百花路70号,16500,1.20,30.0%,1,1.00元/平米/月,住宅
广州福盛花苑,荔湾-芳村-鹤盛路245-251号,21600,2.30,20.0%,1,0.50元/平米/月,住宅
湖景阁,荔湾-黄沙-黄沙大道189号,29400,3.60,15.0%,1,0.40元/平米/月,住宅
鹤翔里小区,荔湾-芳村-鹤洞路,23800,2.00,30.0%,1,0.60元/平米/月,住宅
逢源花苑,荔湾-西关-宝源北街16号,28400,1.20,20.0%,0,0.50元/平米/月,住宅
花地家园,荔湾-芳村-茶滘庙前街北10号,24800,2.12,30.0%,0,0.50元/平米/月,住宅
花地湾荷花苑,荔湾-芳村-喜鹊路300号,21200,1.60,20.0%,1,1.00元/平米/月,住宅
富力广场A区,荔湾-中山八路-龙津西路313号,40800,5.45,40.0%,1,0.60元/平米/月,住宅
广州市医药公司宿舍,荔湾-黄沙-大同路103号,20200,1.58,20.0%,1,0.80元/平米/月,住宅
花地大道南396号小区,荔湾-龙溪-花地大道南396号,30000,1.20,30.0%,0,0.50元/平米/月,住宅
富力荔芳苑,荔湾-西关-逢源路,37200,1.83,10.0%,1,2.50元/平米/月,住宅
鹤园大厦,荔湾-花地湾-鹤园中一巷1-1号,18100,2.50,30.0%,1,1.80元/平米/月,住宅
宏天楼,荔湾-芳村-洞企石路26号,19400,2.52,15.0%,1,0.60元/平米/月,住宅
和平中路小区,荔湾-长寿路-和平中路9-19号,21400,1.20,16.0%,0,0.50元/平米/月,住宅
鹤建里小区,荔湾-芳村-培真路,16600,1.50,10.0%,1,0.60元/平米/月,住宅
芳信轩,荔湾-滘口-芳信路,29000,4.10,30.0%,1,2.00元/平米/月,住宅
洞企石路小区,荔湾-芳村-洞企石路,20400,3.30,46.0%,1,1.80元/平米/月,住宅
花地湾招村新街小区,荔湾-芳村-招村新街,22800,1.20,32.0%,1,1.00元/平米/月,住宅
花苑街小区,荔湾-芳村-花蕾路150-200号,22200,1.20,30.0%,0,0.50元/平米/月,住宅
逢庆小区,荔湾-西关-恩宁路1-20号,26400,1.20,30.0%,1,0.40元/平米/月,住宅
逢源大街社区,荔湾-西关-逢源大街,25000,2.00,20.0%,0,0.90元/平米/月,住宅
和平苑,荔湾-黄沙-珠玑路,20600,1.20,40.0%,0,0.80元/平米/月,住宅
芳村工商局宿舍,荔湾-花地湾-芳村大道东大冲口69号,17900,1.50,30.0%,1,3.00元/平米/月,住宅
丰隆轩,荔湾-西关-欧家园72号,38600,2.50,21.0%,1,1.50元/平米/月,住宅
芳建小区,荔湾-芳村-百花路101号,20400,0.80,30.0%,1,0.80元/平米/月,住宅
多宝路水利局房改,荔湾-黄沙-多宝路31号,24200,1.20,20.0%,1,0.50元/平米/月,住宅
合兴大厦,荔湾-芳村-花蕾路26号,25400,2.50,30.0%,1,1.20元/平米/月,住宅
鹤翎楼,荔湾-芳村-鹤翎路20号-32号,18300,2.10,35.0%,1,0.50元/平米/月,住宅
东风西路13号,荔湾-站前路-东风西路13号,21800,2.50,22.0%,0,0.90元/平米/月,住宅
大同路小区,荔湾-西关-大同路157号,26000,1.50,18.0%,0,0.90元/平米/月,住宅
大田苑,荔湾-芳村-东漖北路,30600,1.50,50.0%,1,0.85元/平米/月,住宅
芳村大道东路小区,荔湾-芳村-芳村大道东,23800,0.90,30.0%,1,0.60元/平米/月,住宅
何济公大厦,荔湾-荔湾路-荔湾路49号之一,34400,2.50,35.0%,1,1.20元/平米/月,住宅
多宝路水利厅房改房,荔湾-黄沙-多宝路35号,27800,1.20,20.0%,1,0.50元/平米/月,住宅
第三附属医院宿舍,荔湾-黄沙-多宝路63号,29200,1.50,20.0%,1,15.00元/平米/月,住宅
存善西街小区,荔湾-西关-存善西街13号,27000,1.20,15.0%,1,3.00元/平米/月,住宅
花地湾碧桃苑,荔湾-芳村-花蕾路,19400,2.51,40.0%,1,0.70元/平米/月,住宅
陈岗大厦,荔湾-站前路-陈岗路32号,31600,7.39,22.0%,1,1.00元/平米/月,住宅
茶滘公寓,荔湾-芳村-汾水大街61-67号,18300,1.00,15.0%,1,0.65元/平米/月,住宅
恒晖阁,荔湾-芳村-中市外约三巷2号,18300,0.80,28.0%,1,1.50元/平米/月,住宅
鹤松里,荔湾-芳村-芳村大道中15号,19800,2.30,35.0%,1,0.50元/平米/月,住宅
富豪楼,荔湾-荔湾路-南岸铁路,16600,1.20,20.0%,0,0.80元/平米/月,住宅
芳信路中医院宿舍,"荔湾-滘口-芳信路135号,137号",22400,1.20,20.0%,1,0.80元/平米/月,住宅
荷柳苑,荔湾-南岸-南岸路17-8号,19800,3.30,30.0%,1,0.35元/平米/月,住宅
逢源北社区,荔湾-陈家祠-逢源北街46号,27600,2.29,20.0%,0,0.90元/平米/月,住宅
恒润阁,荔湾-芳村-芳村大道中666号,19400,1.00,20.0%,1,0.80元/平米/月,住宅
逢庆社区,荔湾-黄沙-蓬莱路9-35号,22600,1.20,36.0%,0,0.80元/平米/月,住宅
芳村市政小区,荔湾-滘口-塞坝路38-48号,19000,1.20,30.0%,1,1.00元/平米/月,住宅
芳信路小区,荔湾-滘口-芳信路137号,19400,2.30,10.0%,1,0.50元/平米/月,住宅
和平新村,荔湾-环市西-环市西路18号,23800,1.50,35.0%,1,0.80元/平米/月,住宅
芳华苑,荔湾-芳村-芳村大道中526号,20400,2.42,25.0%,1,0.40元/平米/月,住宅
芳雅苑,荔湾-滘口-文园路37号,23600,2.52,40.0%,1,0.70元/平米/月,住宅
和乐大厦,荔湾-长寿路-和平中路17-19号,31400,2.50,25.0%,1,1.50元/平米/月,住宅
多宝路水利厅宿舍,荔湾-西关-多宝路,29000,1.20,20.0%,1,0.50元/平米/月,住宅
电业大院,荔湾-荔湾路-东风西路84-86号,21800,1.20,30.0%,0,0.50元/平米/月,住宅
东安苑,荔湾-坑口-东漖北路929号,19400,2.00,30.0%,1,0.50元/平米/月,住宅
翠丽大厦,荔湾-芳村-翠竹街44-48号,26800,1.50,30.0%,1,1.75元/平米/月,住宅
大策社区,荔湾-芳村-大策直街,18700,1.20,30.0%,1,0.50元/平米/月,住宅
党恩新街小区,荔湾-中山八路-中山八路,24600,1.20,28.0%,0,0.50元/平米/月,住宅
大鹏花园,荔湾-滘口-芳村大道西190号,23400,2.30,50.0%,1,0.80元/平米/月,住宅
存善北社区,荔湾-西关-存善北街,23200,2.70,20.0%,1,0.90元/平米/月,住宅
翠圆小区,荔湾-芳村-环翠北路,29600,2.90,34.0%,1,0.40元/平米/月,住宅
春雷苑,荔湾-文昌南路-宝华直街,26800,1.50,21.0%,0,0.90元/平米/月,住宅
彩虹大厦(荔湾),荔湾-荔湾路-西华路100号,28200,3.72,33.9%,1,1.20元/平米/月,住宅
丛桂新街小区,荔湾-黄沙-丛桂新街,25800,1.50,15.0%,1,0.40元/平米/月,住宅
城西悦家,荔湾-西华路-西华路白马涌边7号,25600,1.20,30.0%,1,0.80元/平米/月,住宅
陈岗路11号大院,荔湾-站前路-陈岗路11号,27400,1.50,30.0%,1,0.50元/平米/月,住宅
昌华苑,荔湾-西关-多宝路84号,22600,2.00,31.0%,1,0.50元/平米/月,住宅
茶滘路公安小区,荔湾-芳村-茶滘路10-30号,24200,2.70,20.0%,1,0.60元/平米/月,住宅
宝源阁,荔湾-西关-宝源路,25000,1.20,20.0%,0,0.50元/平米/月,住宅
八甫水脚,荔湾-西关-上九路,26600,1.20,30.0%,0,0.50元/平米/月,住宅
芳村财局宿舍,荔湾-芳村-东漖北路,22200,2.53,50.0%,1,0.50元/平米/月,住宅
彩虹晒地,荔湾-荔湾路-荔湾路,28800,3.00,20.0%,0,0.50元/平米/月,住宅
北埠新村,荔湾-西村-东漖北路675号,24000,1.20,20.0%,1,0.60元/平米/月,住宅
百花路小区,荔湾-芳村-百花路109号,20800,2.42,20.0%,1,0.70元/平米/月,住宅
安富新状元妨,"荔湾-龙津-光复北路512,510,508号",27200,1.20,30.0%,1,0.50元/平米/月,住宅
城启蓬莱阁,荔湾-西关-蓬莱路18-2号,27000,5.80,16.0%,1,0.70元/平米/月,住宅
成诺雅居,荔湾-周门-周门路45号,30000,2.10,40.0%,1,0.50元/平米/月,住宅
茶景阁,荔湾-芳村-百花路36-38号,23200,1.20,25.0%,1,0.40元/平米/月,住宅
陈家祠小区,荔湾-陈家祠-中山七路,30000,1.20,30.0%,0,0.60元/平米/月,住宅
宝华中约,荔湾-文昌南路-宝华路,24600,1.50,19.0%,0,0.50元/平米/月,住宅
奥奇富豪公寓,荔湾-荔湾路-荔湾北路151号,19400,1.20,30.0%,0,0.50元/平米/月,住宅
百花香料股份有限公司宿舍区(东区),荔湾-芳村-百花路69-93号,21400,1.20,20.0%,0,0.50元/平米/月,住宅
宝源路小区,荔湾-西关-宝源路,26800,3.00,30.0%,0,0.90元/平米/月,住宅
白兰大厦,荔湾-芳村-浣花西路1号,22000,2.51,10.0%,1,0.90元/平米/月,住宅
百花香料股份有限公司宿舍区(西区),荔湾-芳村-百花路48-54号,17800,1.20,20.0%,1,1.00元/平米/月,住宅
白鹤洞路小区,荔湾-广钢新城-鹤洞路54号,21000,0.80,40.0%,1,0.50元/平米/月,住宅
广钢鹤翔小区,荔湾-芳村-鹤翔路40号,26000,2.70,15.0%,1,0.60元/平米/月,住宅
涌边横街小区,"荔湾-西关-涌边横街12,14号",30400,1.50,20.0%,0,0.90元/平米/月,住宅
嵘都花园,荔湾-芳村-葵蓬路170号,18500,2.50,30.0%,1,1.80元/平米/月,住宅
蓬莱花园,荔湾-芳村-芳村大道中586号,22400,2.51,20.0%,1,0.80元/平米/月,住宅
广州市柴油机厂职工宿舍,荔湾-芳村-芳村大道东156-6号,30600,1.50,30.0%,0,0.90元/平米/月,住宅
南岸路73号小区,荔湾-南岸-南岸路73号,22400,1.50,20.0%,0,0.90元/平米/月,住宅
杉木栏路小区,荔湾-黄沙-杉木栏路83号,23200,2.50,14.0%,0,0.90元/平米/月,住宅
金天商务楼,荔湾-坑口-金达街34号,15000,暂无,暂无,0,暂无,住宅
东塱涌河涌整治复建房,荔湾-广钢新城-健安路,20000,暂无,暂无,0,暂无,住宅
凯德双桥新作,荔湾-南岸-裕福街,19800,暂无,暂无,0,暂无,住宅
芳村大道中小区,荔湾-芳村-芳村大道中189号之一,20800,暂无,暂无,0,暂无,住宅
珠江西湾里,荔湾-西村-西湾路156号,48200,暂无,暂无,0,暂无,住宅
源溪荔源楼小区,荔湾-周门-源溪石边路南街26号,16900,暂无,暂无,0,暂无,住宅
隆昌街小区,荔湾-长寿路-隆昌街47号,25400,暂无,暂无,0,暂无,住宅
聚龙村民居(荔湾区),荔湾-花地湾-聚龙村27号,25400,暂无,暂无,0,暂无,住宅
广州国际医药港方舟公馆,荔湾-广钢新城-东沙大道16号,17982,暂无,暂无,0,暂无,商住楼
广东荔湾大厦副楼,荔湾-长寿路-周园街46号,29400,暂无,暂无,0,暂无,住宅
大鹏街76-82号大院(双号),荔湾-滘口-大鹏街76-82号,23200,暂无,暂无,0,暂无,住宅
中海花湾壹号商用,荔湾-广钢新城-崇文三路与开拓一横路交叉口南80米,23000,152,1508.0㎡,0,暂无,商住楼
珠光御景壹号·壹号公馆,荔湾-长寿路-黄沙大道15-17号（沙面西侧100米）,65000,暂无,11000.0㎡,0,暂无,商住楼
华康居(商住楼),荔湾-陈家祠-小梅大街100号,30000,暂无,暂无,0,暂无,商住楼
丰隆里,荔湾-长寿路-龙津中路丰隆里2号,31000,1.20,30.0%,0,暂无,住宅
翠桃苑,荔湾-花地湾-永安街11-16号,28200,2.50,30.0%,0,0.90,住宅
龙津西路小区,荔湾-陈家祠-龙津西路逢源南,26800,0.50,30.0%,0,0.50,住宅
荔湾路131-133号小区,荔湾-陈家祠-荔湾路131-133号,32800,1.50,30.0%,1,0.50,住宅
罗冲岗小区,荔湾-广钢新城-花地大道中,9400,1.20,20.0%,0,0.50,住宅
带河路199号小区,荔湾-长寿路-带河路199号,30200,1.50,20.0%,0,0.90,住宅
龙源新街小区,荔湾-陈家祠-永安围二巷24号,39200,1.50,30.0%,0,暂无,住宅
西兴街16号小区,荔湾-长寿路-西兴街16号,16100,0.50,30.0%,0,0.50,住宅
东漖怀宁坊,荔湾-坑口-东漖北路怀宁坊26号,23800,1.20,30.0%,0,0.50,住宅
花地涌尾坊左边街小区,荔湾-芳村-涌尾坊左边街5号之一,17500,1.20,20.0%,0,0.50,住宅
彩虹东街1号小区,荔湾-陈家祠-彩虹东街1号,23400,1.50,20.0%,0,0.90,住宅
宝庆新南约小区,荔湾-长寿路-十五甫正街29号,19600,0.50,30.0%,0,0.50,住宅
西场大街住宅,荔湾-环市西-西场大街11号,23694,1.20,30.0%,0,0.50,住宅
文昌南路曾四巷7号小区,荔湾-长寿路-文昌南路曾四巷7号,11100,0.50,30.0%,0,0.50,住宅
福州路2号小区,荔湾-环市西-福州路2号,27200,1.50,30.0%,1,0.50,住宅
南漖小区,荔湾-西塱-南漖新村大街,24600,1.50,30.0%,0,0.90,住宅
富力路12号小区,荔湾-南岸-富力路12号,30400,1.50,30.0%,0,0.90,住宅
荔湾路104号小区,荔湾-陈家祠-荔湾路104号,33200,1.20,30.0%,0,0.50,商住楼
如意坊小区,荔湾-西关-如意坊路1号,22800,1.50,20.0%,0,0.90,住宅
雅居乐天际715,荔湾-滘口-岭海街12号,59500,4.07,30.0%,1,3.80,住宅
南岸新三巷小区,荔湾-周门-南岸路,22800,1.50,20.0%,0,0.90,住宅
上涌直街小区,荔湾-芳村-上涌直街,25400,1.50,30.0%,0,0.90元/平米/月,住宅
塞坝路小区,荔湾-滘口-塞坝路9号,21200,1.50,35.0%,0,0.50元/平米/月,住宅
高第坊,荔湾-陈家祠-光复北路,20400,1.50,30.0%,0,0.90元/平米/月,住宅
西提二马路小区,荔湾-长寿路-西提二马路,26000,1.50,20.0%,0,0.90元/平米/月,住宅
丛桂路小区,荔湾-长寿路-丛桂路,26200,1.20,30.0%,0,0.50元/平米/月,住宅
龙田黄园小区,荔湾-陈家祠-龙田黄园4号,25600,1.50,20.0%,0,0.90元/平米/月,住宅
西后围小区,荔湾-花地湾-景兴大街6号,19000,1.20,30.0%,0,0.50元/平米/月,住宅
龙光西小区,荔湾-沙面-龙光西49-53号,21800,1.20,30.0%,0,0.50元/平米/月,住宅
兴隆北路小区,荔湾-沙面-兴隆北路,25000,1.20,20.0%,0,0.50元/平米/月,住宅
浣南综合楼,荔湾-坑口-浣南街1-9号,22800,1.50,30.0%,0,0.90元/平米/月,住宅
连庆新横街小区,荔湾-西关-连庆新横街,25600,1.20,30.0%,0,0.50元/平米/月,住宅
东升直街小区,荔湾-陈家祠-东升直街22-24号,23400,1.50,30.0%,1,0.50元/平米/月,住宅
东漖北路小区,荔湾-沙面-东漖北路25号,14900,1.20,20.0%,0,0.50元/平米/月,住宅
红楼路小区,荔湾-西关-红楼路,20400,1.50,30.0%,0,0.90元/平米/月,住宅
车辆段综合住宅区,荔湾-站前路-站前路6号,26200,2.50,30.0%,1,1.20元/平米/月,住宅
丛桂路十二甫西街小区,荔湾-西关-十二甫西街27号,21000,1.20,30.0%,1,暂无,住宅
广州市商贸职业学校教工宿舍,荔湾-周门-东海北路1号,17100,1.50,20.0%,0,0.90元/平米/月,住宅
公寿里社区,荔湾-西关-龙津西路197号,29800,1.50,20.0%,0,0.90元/平米/月,住宅
高桥一村,荔湾-沙面-大同路128弄,23400,1.50,20.0%,0,0.90元/平米/月,住宅
宝华正中约56号楼,荔湾-西关-逢源路宝华正中约56号,29400,1.50,30.0%,0,0.90元/平米/月,住宅
西郊村村民住宅大楼,荔湾-西关-泮塘五约新街99号,31200,1.50,20.0%,0,暂无,住宅
流花路中展里58-66号小区,荔湾-陈家祠-中展里58-66号,25200,1.50,30.0%,1,1.20元/平米/月,住宅
观音直街小区,荔湾-西关-观音直街8号,26200,1.50,30.0%,0,0.90元/平米/月,住宅
天和大厦,荔湾-周门-站西路20号,26600,1.50,30.0%,0,暂无,住宅
洪寿社区,荔湾-陈家祠-长寿西路219号,29800,1.50,30.0%,0,0.90元/平米/月,住宅
和谐大院,荔湾-陈家祠-站前横路25-35号,26400,1.50,30.0%,0,1.00元/平米/月,住宅
育才街小区,荔湾-滘口-育才街120号,23800,2.70,20.0%,0,0.90元/平米/月,住宅
怡景苑(荔湾),荔湾-芳村-芳村大道大冲口67号,20200,3.11,12.0%,1,1.88元/平米/月,住宅
塞坝口社区,荔湾-滘口-芳村大道西82号,20000,1.50,30.0%,0,0.90元/平米/月,住宅
全福里,荔湾-沙面-芳村大道中11-14号,21600,1.50,30.0%,0,0.90元/平米/月,住宅
瑞华坊小区,荔湾-陈家祠-瑞华坊1号-20号,25400,1.50,30.0%,0,0.90元/平米/月,住宅
西华路小区,荔湾-西华路-西华路1-150号,28800,1.20,17.0%,0,暂无,住宅
怡悦里小区,荔湾-沙面-六二三路,23600,1.50,20.0%,0,0.90元/平米/月,住宅
环市西31号大院,荔湾-环市西-环市西31号,26400,1.50,30.0%,0,0.90元/平米/月,住宅
党恩雅苑,荔湾-周门-中山八路42号之十,26600,1.50,30.0%,1,1.20元/平米/月,住宅
泮塘小区,荔湾-西关-泮塘五约新街,33200,1.50,20.0%,0,0.90元/平米/月,住宅
睿薇御景花园,荔湾-黄沙-黄沙大道99号,49100,2.50,30.0%,1,1.50元/平米/月,住宅
悦雅居,荔湾-滘口-兴东路,33400,3.00,30.0%,0,0.90元/平米/月,住宅
源溪石路边3号大院,荔湾-荔湾路-源溪石路边3号,23400,1.50,30.0%,0,0.90元/平米/月,住宅
钰日大厦,荔湾-南岸-富力路,25800,1.50,30.0%,0,0.90元/平米/月,住宅
逢源纺织宿舍小区,荔湾-西关-豆腐亩13-23号(单号),27600,1.50,30.0%,0,0.90元/平米/月,住宅
污水处理厂宿舍,荔湾-桥中-桥中南路10号,20400,1.50,20.0%,0,0.90元/平米/月,住宅
合德苑,荔湾-荔湾路-西槎路585号,19400,1.50,20.0%,0,0.90元/平米/月,住宅
伟腾阁,荔湾-滘口-育才街59号,29800,1.50,30.0%,0,0.90元/平米/月,住宅
广灯宿舍,"荔湾-龙津-小梅大街,近西华路",29800,1.50,20.0%,0,0.50元/平米/月,住宅
电业东村,"荔湾-南岸-内环路,近南岸路",28400,1.50,20.0%,1,0.90元/平米/月,住宅
英华宿舍楼,荔湾-芳村-龙湾路28号之1-3,30800,1.50,20.0%,0,0.90元/平米/月,住宅
冼基西小区,荔湾-长寿路-冼基西27号之1,25200,0.50,30.0%,0,0.50元/平米/月,住宅
铸管厂宿舍,荔湾-站前路-西湾路154号,21400,1.50,20.0%,0,0.90元/平米/月,住宅
环市西路145-149号小区,荔湾-环市西-环市西路,19600,2.36,12.6%,0,1.20元/平米/月,住宅
电力局宿舍,荔湾-站前路-西湾路155号之2,30000,1.50,20.0%,0,0.55元/平米/月,住宅
中心花园,荔湾-滘口-芳村大道西229号,19800,2.50,30.0%,1,1.50元/平米/月,住宅
天佑社区,荔湾-黄沙-黄沙大道37号,21000,2.50,30.0%,0,0.90元/平米/月,住宅
陈岗路9号小区,荔湾-站前路-陈岗路9号,25800,1.50,30.0%,0,暂无,住宅
克山苑,荔湾-站前路-黑山三街20号,21000,2.50,20.0%,0,0.90元/平米/月,住宅
富力路26号小区,荔湾-荔湾路-富力路26号,22600,1.20,20.0%,1,0.50元/平米/月,商住楼
洞神坊社区,荔湾-龙津-龙津东路831号,30000,1.50,30.0%,0,0.90元/平米/月,住宅
德宁里,荔湾-黄沙-光复南路,24000,1.50,30.0%,0,0.90元/平米/月,住宅
多宝坊小区,荔湾-文昌南路-多宝坊6号,23600,1.50,20.0%,1,0.60元/平米/月,住宅
蟠龙小区,荔湾-陈家祠-福利里49号,27200,1.50,30.0%,0,0.90元/平米/月,住宅
南岸路30号小区,荔湾-荔湾路-南岸路30号,20400,1.50,30.0%,0,0.90元/平米/月,住宅
解元里小区,荔湾-龙津-解元里31号,23800,1.50,30.0%,0,0.90元/平米/月,住宅
云津里,荔湾-龙津-龙津东路701号,30600,1.50,20.0%,0,0.90元/平米/月,住宅
谊园,荔湾-黄沙-黄沙后道17号,30000,1.30,21.0%,0,0.50元/平米/月,住宅
文昌北路幸福二巷9号小区,荔湾-龙津-文昌北路幸福二巷9号,24600,1.20,20.0%,0,0.50元/平米/月,住宅
新基路23号小区,荔湾-黄沙-新基路23号,19000,1.50,30.0%,0,0.90元/平米/月,住宅
德星路别墅,荔湾-龙津-德星路塘边巷4号,30000,0.50,50.0%,0,2.00元/平米/月,别墅
广东省林业厅机关大院,"荔湾-荔湾路-中山七路,近荔湾路",32400,1.50,30.0%,0,0.90元/平米/月,住宅
中市外约新街大院,荔湾-芳村-中市外约新街,20200,1.50,20.0%,0,0.90元/平米/月,住宅
环市西路118号小区,荔湾-站前路-环市西路118号,20000,1.50,30.0%,0,0.90元/平米/月,住宅
荣庆新街21号小区,荔湾-文昌南路-荣庆新街21号,21800,1.20,30.0%,0,暂无,住宅
